#node1	node2
O75586	Q9NX70
Q07889	Q9H4E5
P19838	P52272
P60953	Q9UKW4
P05198	P18848
P26951	Q8IZI9
P30511	P43630
P18206	P61978
O75843	Q9H832
O95178	P03886
Q92845	Q9NWB1
P36405	Q8IWV7
P19438	Q9Y297
O14649	P53618
O75469	P08684
P42574	Q13188
P04629	Q99963
Q96AW1	Q9UHF0
O14939	P04406
P51671	P51681
P49715	Q9Y2D1
O95500	Q8N6F1
P04899	P42336
P21673	Q5SXM8
P16104	Q9UQL6
O60934	Q13535
Q68CP9	Q9P2D1
P51843	Q13573
P63092	Q96PN6
O95467	P22888
P04114	P41235
O43683	P46108
Q9UGJ0	Q9Y376
Q96DF8	Q9BWF3
Q9Y228	Q9Y6E0
P63279	Q01826
A6NF89	P35626
O43353	P06733
Q10586	Q14683
P61353	P84098
Q02930	Q16566
P05106	Q03135
P18084	P50552
P09455	Q09028
Q08499	Q9UQM7
O43306	Q8WXG9
P18074	Q92759
P0C0S5	P25440
P63279	Q9NXV2
O43915	P35968
P43405	Q9UQC2
P49321	Q9UET6
Q13111	Q9UBU7
P05388	P50914
P28482	P49585
Q13573	Q15466
P54289	Q14738
O15516	P49674
O60260	P41220
P41597	Q99731
406905	Q9Y3Q4
P33991	Q99459
O00339	O95460
O95997	P16220
Q7L7L0	Q9UBN7
P01112	P27482
P29323	Q12974
Q8IYW5	Q9P0M6
P30154	P36507
P18146	Q9H8W5
O95210	Q6VMQ6
P46934	Q9Y4G8
Q5VTB9	Q93009
Q92624	Q9H1J7
P67870	P82979
Q13315	Q5H9R7
Q13464	Q8TBX8
Q13469	Q92793
P07910	Q14103
P23588	Q92832
O75925	Q12772
P22694	Q14571
O14508	P40238
P25815	P35579
P12814	P68032
P05067	Q93074
P08588	Q86UL8
P05387	P36578
P03923	P51970
Q9H171	Q9UL18
Q13114	Q92844
P62820	Q8N2Y8
P62330	P78347
Q6PD74	Q99613
O96014	Q8N474
P60520	Q5TCY1
P12980	P32969
O60674	Q13153
P05000	P15509
P32969	Q8IUQ4
P11279	P51149
P25054	Q99418
O00144	Q9NQ66
P68032	Q8NHR9
P50502	P60520
P13569	P14317
P09619	Q15256
Q12905	Q13416
P12034	P21802
100008587	O15160
P62857	P78330
O43707	P12830
Q96L33	Q9NZN5
P27361	P43405
Q08554	Q9Y446
P55157	Q8NFP9
Q96Q83	Q9NXR8
P00519	P63244
P36578	P62258
P21860	P41240
P54257	Q08170
P99999	Q15759
P01241	Q9UHF4
P19320	P31269
Q5M7Z0	Q5VVX9
P06733	P49023
Q9H761	Q9Y383
P40337	Q8IUC4
Q05516	Q8WUI4
Q13315	Q9UGP5
P19838	Q96ST3
P32121	Q9NQN1
Q8WUM4	Q9Y6E0
Q05469	Q13131
P10275	Q00987
O75093	P54259
P08581	P11487
Q16611	Q9NR28
Q06830	Q14653
P10644	Q92667
407014	O43521
P60953	Q8TEW0
Q05397	Q13972
Q9BXW9	Q9NVI1
P51681	P51692
P38432	Q13895
Q9BXY4	Q9H461
P14618	P22694
P33992	Q8WYB5
P06493	P33552
Q09028	Q86YP4
P01889	Q96QB1
P63208	Q15796
P31749	Q00005
P28482	Q12778
Q01201	Q8NFD5
Q96MA1	Q9GZT8
P29590	Q8N726
P02747	P09871
Q13315	Q9Y4K3
P01100	P32519
O75832	P35998
P42680	Q92729
P27635	P83731
P17301	Q9Y490
O43318	P40763
P26717	P30450
P04839	Q15759
P06401	Q12778
Q03164	Q9UBL3
O14737	Q5T3J3
P09619	P42336
O60759	Q96L92
P17096	Q01844
P10451	P16070
Q14181	Q9UBN7
P31942	Q8IWX8
P06493	P17302
P22626	Q16629
406985	Q9UJM3
P55157	Q9BQ89
P51991	Q15366
P18146	Q13115
P50750	Q8WXE1
Q00534	Q16543
Q7Z4S6	Q99459
P03372	Q8WTS6
O60658	Q00653
P34947	P51681
Q96EZ8	Q99683
P00533	Q01094
Q96PY6	Q9GZX5
O00329	Q9P2W3
Q13257	Q92905
P32302	Q12968
Q00975	Q14654
P04637	Q96PG8
Q6NXE6	Q9BUV8
P09038	P26022
P33992	Q08945
Q66K89	Q96KQ7
Q12873	Q9UKY1
P35609	Q13224
P14373	P51668
P35579	Q9P2M7
P41134	Q92858
O15479	Q9Y3U8
P01584	Q96P20
O15350	Q9H3D4
Q9H171	Q9UKV8
P61224	Q8IV61
Q08493	Q13555
P16471	P29597
P22626	Q12986
O15169	P01106
Q6NUN9	Q9BPY3
P30154	Q9NY47
O75390	P62330
O00217	O75251
406992	Q9UKL3
P33993	P55201
O15131	P33316
P0C0S5	Q06587
P01876	Q9UJW9
O75376	P19793
P21580	Q13077
P05556	P42336
O60934	Q09472
P24941	Q02535
O15551	O75970
P01589	Q86WN2
O00459	P14784
Q13554	Q99941
O00744	Q92765
P14672	Q99523
P48061	P49682
P09544	Q92765
P10914	P50591
P27348	Q9BQA1
P07948	P35222
O14653	O75396
P18146	Q86VK4
P16333	Q01484
O95467	Q8NFM4
P08887	P40225
P46776	P83731
P85298	Q07960
P28335	Q13424
P31785	P42226
Q13158	Q9HAV4
O95741	Q9UHA4
O75369	Q13233
P34995	P50148
O14737	P26641
P05386	Q02543
O60231	Q13435
P27708	Q15796
P13498	Q13153
P30101	Q02809
P57738	Q13485
O43187	P31749
P38405	Q8NGN1
P40222	Q9Y6K9
P10301	Q15052
P68431	Q96T68
P43364	Q9BW11
O00327	O15055
P62805	Q9Y230
O75376	Q13227
O95163	P25963
P28562	P45983
P13569	Q9UQ84
P08700	P42702
P21554	P59768
P10828	P42338
P53365	Q96EV8
407054	P52926
O14929	P62805
O00175	P49682
P49336	Q9ULK4
Q01780	Q9NQT5
O14965	Q96IF1
P04406	Q96EB6
O60828	Q9Y2W2
P01112	P16234
Q02763	Q16827
P27986	Q9ULW0
O95644	Q96LZ3
P04899	Q86YR5
P25054	P49023
P31930	Q969Q1
P04626	P40189
P04350	Q9H9G7
P08134	Q13009
Q01668	Q12791
P17861	P18850
P32121	Q8NGV0
Q6DRA6	Q9C005
P08637	Q9Y6Q6
O43422	Q13217
Q15648	Q96RN5
Q02750	Q6VAB6
O00329	P61952
P06239	Q8IWV1
Q13422	Q9HCP0
P30304	Q13464
P50150	Q9H1C0
P26927	Q9NS23
P40145	Q9NZT1
P53779	Q12789
P0C1H6	P0C5Y9
O15519	O75618
P16118	P35557
P05204	P16471
P62873	Q16539
P26641	Q9H4M7
O14924	P11274
Q13952	Q15633
P25024	Q99731
O60262	O60840
Q12931	Q8TDR0
P04637	Q9Y261
P20711	Q9Y261
Q13972	Q9P2W3
P62256	Q9ULV8
P12931	Q9H5V8
Q9P2D0	Q9Y675
Q14517	Q9NSC5
P32248	P47992
P33778	Q9Y6F1
P05112	Q04206
Q6VMQ6	Q9H4L4
O43147	P00533
P62277	P62854
P51668	Q96PM9
O43264	Q15714
O75365	Q99653
Q8TB72	Q9NQZ3
Q14249	Q16611
P19438	P55210
P61586	P68032
Q9NQC3	Q9NZ81
P18124	P83731
P11831	Q12968
O75970	Q8N7P3
O43752	Q9HD26
P06400	Q16821
O95219	Q14457
P50914	P63173
Q93062	Q9UHG3
O15264	P78371
O75800	Q8TEC5
P35609	Q5TCQ9
P38405	Q8NH42
P42858	Q02779
P32121	Q8NH87
O00238	P67775
P04049	P35790
J3KMZ3	P29992
Q8WZA2	Q9UQ26
P22681	P48357
406905	Q9UL51
P12755	P12757
P30457	P30481
P05107	P42338
P04083	P04406
O14640	Q86Z02
P13501	P46094
P01137	Q9BZS1
406912	P04637
P35611	P67870
Q14088	Q9NQC3
P51965	Q96PM9
P35269	Q99689
P56537	Q8IZT6
O15397	P46060
P46783	Q96BK5
O60884	Q9UL18
O00253	P54619
P13725	P48357
P04637	Q15672
P52564	Q9P2K8
P04275	P18564
P10914	P52630
O00329	P14770
O75362	Q9UKL0
O14974	P35609
O43493	P55157
Q8NFD5	Q8TAQ2
P51654	Q9Y6F9
P08047	P45983
Q86TJ2	Q9Y6J9
P30480	P54136
P62955	Q16537
Q9P2W3	Q9Y272
P08134	Q13153
P01876	P35030
P18146	P48023
P15260	Q86WN2
Q15370	Q93034
O75251	Q9Y375
P30291	P31749
P08651	P60709
Q92616	Q99459
P54253	Q6V0I7
Q00978	Q13287
P61353	Q15843
Q14790	Q15628
P10721	P52803
P13645	Q6R327
P04792	Q04637
P51668	Q8TDN6
P54840	Q9H7J1
P78545	Q9NXV2
P62805	Q96L91
O94832	Q9Y6K9
P51124	P68363
P07949	Q99963
O00585	P32302
Q12873	Q9BTC8
Q96F07	Q9Y2A7
Q15637	Q9BWF3
O95340	P40337
O14907	P25208
P35080	Q9Y478
Q16539	Q9Y6N7
P34932	Q9H816
P55157	Q9NRJ4
P43405	P52735
P50991	P63104
P01106	Q9NU22
Q8TES7	Q96QU6
Q5T4F7	Q9UBV4
P24385	Q01101
P0C5Z0	Q9BY41
P14625	P31751
P19320	Q92583
Q13418	Q9NXV2
Q16576	Q92769
B1A4H9	P40189
Q86VP1	Q9HA65
P51003	Q13242
9757	O95433
P07333	Q9HCT0
P07910	Q8TAP4
P01569	P10912
Q7L2E3	Q9Y6K5
O15379	Q99933
O60684	P62306
P62745	Q52LW3
P22681	P55085
P09619	Q07912
P05015	P38484
P63104	Q01813
Q9NVC6	Q9UHV7
O00574	P25098
P51674	Q9Y3D7
O43741	Q15831
P17252	P42574
Q16594	Q5RL73
Q8IWV7	Q9NXU5
O75159	P10721
O60671	P20226
P07355	P16104
Q6P0Q8	Q99962
O75578	P12931
P01570	Q99665
Q13546	Q96J02
P31314	Q15181
O60496	P06239
O60934	P78527
O75143	O75506
O14733	Q9UM73
P32121	Q8NGD5
O75689	P49841
Q13315	Q7LG56
P63167	Q9UBX3
Q8IYD8	Q9NPI8
P29400	P31431
O15264	P19338
O43809	P01889
Q15560	Q5QP82
O14610	Q16539
P20333	Q07021
P32927	Q9UHD0
P63096	Q3MJ16
P18146	Q8TEU7
P06241	P78329
P25098	P67870
P19793	P20813
Q8N5U6	Q96B02
P01185	P30518
O15264	P01112
O15520	P08138
O43390	Q92620
P60709	P62760
P19438	Q9Y572
P15822	Q7Z2E3
O96013	Q38SD2
P10415	Q8IVG9
P43657	P62879
100008588	P52434
O15552	P63096
O60674	Q9Y4H2
Q8IU54	Q9HBE5
P48061	P51679
P06899	Q9Y5B9
P29374	Q13547
Q13309	Q9Y619
P48023	Q9BY11
P29350	Q96LC7
P01892	Q14954
Q09472	Q8N726
P28676	P54253
O75438	O95167
P58335	P62987
P61513	P83881
P28482	P63218
O15235	Q5T3J3
Q05513	Q8TAA9
P30450	P43631
P35462	P63218
P02751	P34741
P01112	Q16539
Q13573	Q15366
406984	O60315
Q99798	Q9H5Z1
P41182	Q9UKI9
Q99665	Q9NPH9
P38405	Q8NGX1
P16333	Q9H1R2
O95834	Q14164
P63104	Q13163
P60709	P62826
P84095	Q13485
P52333	P78552
Q10567	Q13315
P06756	Q8N3E9
O75928	P84022
Q92530	Q96PU8
P84077	Q8NC60
P11309	P40763
P30260	Q13042
Q01813	Q9Y478
P04899	P29474
P10827	P42338
O75578	P29400
P01889	P28072
O00501	Q07157
P01889	P43307
P21918	P38405
Q6FHJ7	Q9ULW2
Q01081	Q16629
Q8IZI9	Q8N6P7
P62280	Q00653
Q9BSJ2	Q9NY65
P22301	Q8N6P7
O75376	Q92769
P10275	Q15788
Q14197	Q9HCE1
P0C0S5	Q8NHM5
Q16637	Q6P0Q8
P27695	P78527
P55268	Q496J9
P01116	Q9UQM7
Q6VMQ6	Q96CS7
P25208	P69905
P24522	Q6UXH1
P23458	Q9UHF4
P25490	Q9Y5K5
P01106	Q9Y4W2
P38159	Q14683
O76061	P28300
O60269	P62258
P56746	Q8NI35
Q14155	Q15052
O14512	P24394
O00585	P00505
P12814	P26010
P10415	P31751
P53779	Q92793
P22612	Q05469
Q00005	Q14244
P01568	P10912
P26232	P68133
Q16526	Q99743
P52272	Q01081
Q99558	Q9Y616
Q16649	Q96BA8
P51693	Q96GM8
Q9H1Y0	Q9Y266
O43390	Q14683
O00716	P51532
P51817	Q08289
Q13261	Q8IZI9
O14640	Q9BTU6
P08621	P17931
O15551	O95832
P00533	P51813
P14672	P61106
O96009	Q13190
P25067	P27658
O00329	P55211
P21796	P63172
O95084	P63261
Q8TCW9	Q96EZ8
P33778	Q86WJ1
P06753	P30480
O00206	P63000
P20333	Q13490
P16333	Q8IZD9
P10415	P63098
Q14457	Q9H3D4
P48023	Q9UKS6
O76093	P06213
P29083	P29084
P04637	P11021
Q68EM7	Q6XZF7
O95477	Q15700
P05129	P26012
O00231	Q15047
Q96KM6	Q9BRK4
P15498	P29350
P10275	Q99743
P20336	Q96C24
P17081	Q5JSL3
Q13535	Q9NVC6
O00459	P05023
P36578	P61254
P16035	P25208
Q9BV73	Q9HAU0
Q14966	Q96ED9
O75146	Q99459
O95704	P20338
Q13243	Q96SB4
P50570	Q01344
P35680	Q8TCC7
P18077	P62633
Q07866	Q16659
O60674	Q14527
O14964	Q9NRR5
Q13467	Q15147
P20042	P55010
P23508	Q96C36
P63104	Q9UQB8
O15350	Q03701
O43182	Q96L33
O76064	P19793
P22694	P54710
Q96HR3	Q9Y2X0
O14796	Q13291
P42566	Q9Y6I3
Q6QNY0	Q6QNY1
P0CG48	P57075
P62879	Q92569
P30154	Q13188
P63165	Q7Z7K6
O15212	Q99759
P17301	P22694
O76024	Q13352
O14929	P63104
P18846	P67870
P01106	Q7Z4Q2
Q04206	Q14129
P31946	Q15287
O94979	Q13535
O43184	Q5HYK7
P46108	P84022
P51159	Q7L5N1
P46108	P62333
P10721	P17252
P06241	Q9Y3S1
P63208	Q9Y297
O15550	P06400
P05413	P53350
P36507	Q92905
Q969D9	Q99665
406921	Q09472
P10242	Q5TKA1
P40855	Q92968
P03372	Q15796
P51817	Q8TCU5
A5YKK6	O75175
P08253	P35625
P10721	P42680
O15144	Q07889
O15524	P31785
O95400	Q96DI7
O75909	Q7Z6G3
P82650	Q14197
P20823	Q13185
O75916	P62873
Q07890	Q14644
P02792	Q99547
P28749	P35232
Q13387	Q9UBS0
Q16695	Q4FZB7
Q13191	Q99650
Q13618	Q53G59
Q12873	Q14974
P38936	Q16531
P01571	Q9HBE5
P23508	Q92797
P01583	P05067
P55211	Q9Y243
O95201	P19544
P09651	P98170
Q53EZ4	Q9H9H4
Q00987	Q15648
Q13573	Q9BV38
P28482	P62993
P0CG48	P31946
P15884	Q92985
P51817	Q9Y272
P48729	P49840
P18859	Q8N5M1
P25490	Q16236
P56524	Q6W2J9
O14965	Q14008
P52701	P55036
Q99683	Q9UM73
P28340	P60520
P52756	Q9Y2W2
Q14103	Q9NPD3
O14543	Q969J5
P48643	P67775
P46108	Q8WU20
P07384	P24298
Q6IE81	Q8WYH8
P16220	Q7Z5A7
Q09472	Q96PK6
O75832	P58876
O75578	P25391
Q13387	Q7L266
Q13113	Q9BVJ6
P04637	Q6AZY7
O14980	O15504
P16333	P52757
Q15583	Q9NVU7
P09622	P16220
P35579	P62993
O75937	P52756
Q13698	Q16537
P01241	Q9HC73
Q13510	Q15714
P01891	P30101
P21333	Q9H9G7
O14493	P56750
P18621	P62910
P04628	Q92765
P06493	P30291
Q13698	Q9UK08
O14503	Q99814
P08173	P61952
P07900	Q9UKP3
O43318	O75528
P06756	P18827
P62249	P62979
P0C5Y9	Q9BY41
O76021	Q9UL18
P00519	Q96RL7
P09958	P27540
Q16363	Q9UKY1
406905	Q96QU8
P00519	Q9HCM9
O00629	O15162
O94832	Q13233
P25445	Q9BWQ8
P08908	Q8NDV2
Q13618	Q9GZQ8
P51149	Q9H1Y0
O14933	Q86Y13
O75694	Q8IY92
Q7Z2G1	Q93077
O14512	P38484
P46782	P62857
O60306	Q9BRX9
Q3ZCQ8	Q9BRX2
P27635	P62913
Q5T4F7	Q9H461
O43683	Q9GZM8
P60709	P61601
P42766	Q96BK5
145781	Q8IWZ3
Q8IUD2	Q9NRW1
O60493	P62993
Q14790	Q7LC44
P10276	P48552
Q96J02	Q9H3D4
O95402	Q9Y2X0
Q96S55	Q9H0E2
P07237	Q03692
P62805	P63104
P62993	Q7L0Q8
P62314	Q8WXD5
O14908	P49841
P55036	Q99460
P01579	P15509
P34897	Q92597
P35221	Q9Y6N8
P51681	P61073
P50616	Q99717
P47914	Q92901
406885	P01112
Q15465	Q9BWV1
Q9BZY9	Q9Y2X8
P14314	Q9P212
P01024	P05107
Q6P4R8	Q9C086
Q9BPZ7	Q9Y243
P06493	P21333
O95049	Q96B33
O75251	O75438
P12644	Q8TEU8
P11142	Q12809
P61289	Q9BXC9
P14416	P63211
P60763	Q7Z6B7
Q15554	Q96AP0
O15371	Q99684
Q6R327	Q9H2U1
P04637	Q9H9J4
P11532	Q13535
Q01130	Q13573
P16298	Q9UJX6
P49716	Q15910
Q15714	Q96T76
Q13535	Q96KQ7
P61981	Q07021
Q13501	Q9BXW4
Q9BZK7	Q9Y618
P36873	Q05586
O43741	Q9NP71
Q13242	Q8IYB3
Q9UJX5	Q9UNH5
O43318	P11021
O14508	P06213
406890	P01116
O75478	Q96BN2
Q8N7P3	Q96AP7
P22681	Q12965
P38405	Q8NG77
P15336	Q02930
Q8WW38	Q9NRR5
Q13490	Q15628
Q7Z353	Q9GZS1
P04278	P68104
Q99570	Q9Y371
Q99627	Q9Y239
P19012	Q9NYB9
Q13315	Q9NP50
P08572	P23229
P11217	Q8TD86
Q13315	Q8NDZ2
P01112	P27986
P08107	P54253
P35916	Q05397
Q15750	Q96CA5
P20333	Q9UM54
P07949	Q07889
Q8WWR8	Q99750
Q15287	Q92614
Q13315	Q15648
P62979	Q93008
P51798	Q6VY07
Q14192	Q9Y4K3
P34931	Q8TDR0
P20248	Q13111
P06753	Q14240
A4D1P6	O00560
P04350	Q14164
O75478	P61964
Q13535	Q15382
O00626	P51686
P07437	Q8NCM8
P32248	P43250
P08700	Q13261
P31943	Q99759
P11171	Q9BRA2
O60493	O75558
C9JDP6	Q96AP7
P45984	P98177
Q13490	Q99558
P42702	Q9NPH9
P05387	P50914
P15153	Q6H8Q1
P0C0S5	Q9Y5T5
O94875	P42684
P14784	Q13007
O00762	Q86Y01
P33991	Q92794
Q6P2E9	Q96F86
Q13748	Q86UA6
P24928	P50613
P51817	Q9BXT2
P02462	Q13797
O00339	P08572
Q08462	Q16566
P01308	P14616
O00755	Q01974
Q06547	Q13309
P10275	Q9Y4B4
P16520	Q14833
O00487	P35998
Q02535	Q92858
Q2NKX8	Q99459
Q6P2I7	Q9Y478
P84095	Q53QZ3
Q13077	Q92851
P01889	P46108
Q13228	Q5T3J3
P12980	Q9UHG2
P18146	Q06546
P53350	Q5VYV7
Q07157	Q08043
P09884	Q14181
P19793	Q07869
P61586	Q53QZ3
O60814	Q6FI13
P78364	Q99496
Q6UXL0	Q8WXH5
P50616	Q9NZN8
P09529	Q8NER5
O75420	Q16773
O14777	Q99459
Q92918	Q9UQF2
P12931	Q8TBB1
P61978	Q14683
P61981	Q08AD1
O76070	P16035
P35968	Q00987
P28715	Q9NRG0
P24385	P36873
P54253	Q03989
P62380	Q15286
P14416	P63096
Q9BSJ2	Q9H853
Q09472	Q96KQ4
P35998	Q06323
Q02045	Q9P2M7
Q9BQA1	Q9Y5B0
P52597	Q08170
O60285	P10644
O14980	P61925
Q2I0M4	Q9Y6K9
P78563	Q13526
P09466	Q5T3J3
Q96BY9	Q9H4K1
P10915	P48436
P05771	P41220
Q9BS18	Q9UM13
O95563	Q9BUV8
P51681	Q13625
P21796	Q9BZ23
Q13573	Q92888
Q5ST30	Q9Y4K3
Q9NPD3	Q9NXE4
P48454	Q9BS18
P17612	Q00610
Q9BZE0	Q9H4A3
P49711	Q9HCK8
P28482	P54710
O43323	Q13635
P04626	Q99704
Q9NZT1	Q9UQM7
O14764	O60296
P10721	P20827
P08684	P41235
O95400	P26599
P19174	Q13588
P27986	P35568
O60861	Q15637
P62837	Q9P2E3
P15559	Q9UK53
P07910	P26368
P26368	Q15637
P05015	P40238
O14654	P53779
P17980	P28566
O14775	P08754
P62807	Q9UKV0
P34969	P62873
O43524	Q9Y478
P37231	Q96B36
O00144	Q92765
P37231	Q15047
O15265	O43186
P05155	P16581
P35790	P42338
Q86Y56	Q9HC98
P52198	Q8IWW6
P42566	Q8WXE9
O00483	P03897
P08238	Q96A26
O60504	Q6UY14
Q92529	Q9HBG4
P23443	Q13057
P35475	Q13368
O14939	P01111
P10275	Q8NF64
P98177	Q99873
P05387	P62899
Q9H160	Q9HCE7
P06493	Q8WWL7
P55795	Q14498
P15018	P42701
P62805	Q15788
O43914	P06241
P05067	P07437
Q14643	Q9NSC5
O00755	O60353
P22694	P28482
P78527	Q13535
P35222	Q9BRK4
Q04759	Q9GZQ8
P98171	Q96L33
P67775	Q9UBN1
Q8IVH8	Q9NZM3
P01857	P02654
P31273	Q02556
P55265	Q92900
P20645	Q9NZ52
O60262	P35609
O95084	P62937
O43261	Q15047
P05026	P42338
P04406	Q9UN74
P41212	Q8WUI4
O60749	Q96RU3
O00418	Q13131
O95178	O96000
Q8IZP0	Q92569
P35398	Q8TAP4
Q92901	Q9Y3U8
Q8N5R6	Q9Y3Q8
P05771	Q9UK08
P55957	Q07820
P08107	Q9Y4K3
Q8NFH3	Q8NFH4
Q8NI60	Q9Y5V3
Q14203	Q96G01
P52566	P61586
O00501	O95832
O15131	P09467
P35609	Q9NRI5
Q5T5U3	Q8IXI1
O75751	P55157
Q96GD4	Q9NQS7
O15294	O43427
P21675	Q9BQI7
O43187	Q99836
O75380	Q12809
P07437	Q04206
O15243	P48357
O60244	P62993
O43561	P18031
P53779	Q9NYJ8
P38405	Q15622
P09429	P50570
O43741	P35575
P08246	P49913
P53350	Q14168
P27824	P43307
P02743	Q14469
P45984	P60763
P00533	Q9H201
O60244	P28702
P27986	Q12933
P01100	P31152
O00257	P52952
P26358	Q9UBC3
P62837	Q96FW1
P19838	Q9BVA1
Q13418	Q92621
P20160	P21281
A6NMZ7	Q05397
P18564	P23229
P15924	Q99569
A6NMY6	P16104
P62993	Q9UL42
P11362	P29353
Q9BZF9	Q9NYQ7
P10619	Q9NSA3
Q04323	Q9HCE7
P00533	P08107
P16220	Q9NQV8
P62873	Q9Y572
P78317	Q9Y2X8
P19235	Q16827
P01236	Q13651
P05091	Q9NTG7
P11217	P27482
Q9NYG5	Q9UM13
Q9C005	Q9UBL3
O95400	Q9UHX1
Q02535	Q92574
Q15797	Q9BRB3
P00747	Q8TEW0
P06737	Q93100
P22681	Q9Y2R2
P53708	Q01955
P17252	Q12879
P22102	Q9Y6K9
P62263	Q16594
Q5TH69	Q96RG2
P35609	P48552
O60260	Q00535
Q7Z4H7	Q8NHV4
P15923	P19338
P16520	Q14831
P14784	P42224
P13725	P31785
Q13487	Q5SXM2
P38398	Q8TAQ2
Q13315	Q9H6E5
P23396	P62701
O60315	P84022
O14920	Q13233
P63261	Q01449
P25205	P53350
Q16777	Q16778
P29353	P37173
P27694	P78527
Q92730	Q9ULL4
Q00610	Q9H8K7
P07437	Q14164
P11940	Q9Y478
P38405	Q08462
P41220	Q96QB1
O75478	Q16594
P63208	Q9UMR2
P63104	Q16890
P46379	Q9Y5V3
Q12959	Q6P1M3
P46736	Q6UWZ7
P63010	Q9UGJ1
P35568	Q16288
P28074	Q9HC24
P30154	Q06432
P68400	Q15287
P41743	P51617
Q8IUE6	Q99877
P49736	Q13315
P24522	Q86U86
P52597	Q13243
P16403	Q96EB6
Q8NER5	Q9UER7
O95685	P63104
P11487	P22455
Q15910	Q9Y2U9
Q0VDF9	Q12933
O43524	P62258
Q13972	Q9HAV0
O00505	P32121
P62820	Q01968
P62263	Q13573
O15344	P68036
Q15208	Q9H9G7
O43353	Q15306
P04179	P40337
O95166	Q09013
P35579	Q14164
P09917	Q9UKT9
P23142	Q13485
P07858	Q6UY14
Q9UKX5	Q9Y4G6
P63261	Q92729
P25024	Q9UBD3
Q00975	Q96HC4
407021	P56817
Q13617	Q9UBF6
Q14653	Q9Y6K9
P04637	P11926
P53041	Q16665
P05412	P49913
P22681	P52333
Q96B02	Q96EQ8
P61289	P62195
P25398	P62269
Q14197	Q5T9A4
P61927	P84098
Q14181	Q9GZR7
P07288	Q5VVJ2
P02768	Q14524
P06493	Q13952
P24534	Q13268
P17948	P46108
P05129	P16520
P0C5Y9	Q99877
P10809	P60709
Q13315	Q8TF01
Q92956	Q9Y5M8
P26368	P61978
P42338	Q99490
P61244	Q92830
O60840	Q13555
O00311	P11802
O15255	P00519
P05113	Q99650
P07900	P10415
O43561	Q9H2G2
P16298	Q9UIK4
P19875	P51681
406919	P54253
P04183	Q9BT40
A0JLT2	Q9UM73
P16499	P63211
Q08211	Q15365
P23508	Q9Y3A3
P42336	P46109
Q15303	Q99075
P30939	P61952
P01569	Q8N6P7
Q7L590	Q99741
P63208	Q8IYD8
Q9H173	Q9Y4E8
P14921	P17542
P08620	Q07889
P16871	Q13885
O00329	Q05655
P15311	Q9Y696
P38432	Q96JN2
O75618	Q9H6Z4
Q00610	Q9H0R8
O75569	Q7Z6M1
Q13555	Q9UBN1
P62750	Q9BPZ7
P07992	Q96S82
Q13191	Q8IU57
P62277	Q9UKV8
P29350	Q8NHL6
P22061	Q12873
P01236	Q13261
P04637	P45984
O14879	Q13114
P52597	Q13247
Q9BRX5	Q9UNS1
P10914	Q92793
P17181	Q8IU54
P06239	P28827
O43557	Q9NR28
P09917	Q8N7K0
P29590	Q15554
P01106	Q92993
O00232	P62333
O14964	Q9UBB9
406955	Q13315
O60258	P21802
P25098	P35243
O75448	Q9UK32
Q01094	Q96PG8
P51116	Q9UHD2
Q5JWF2	Q9HBW0
P14784	Q16619
P31946	P49674
O00292	P01137
O60729	Q9UJX3
P22392	P33176
P11844	P18146
P26373	P62750
Q16658	Q9HD67
O75376	Q15326
P23528	P63104
P52333	Q9HC73
P62136	Q9UQK1
406906	Q9UPW0
P01563	P16471
P20774	P55157
P62714	Q06432
P19367	P36956
P09603	P29317
P12004	Q15233
P27482	Q8N5S9
P49682	P80162
P63104	P68104
P26368	Q8N684
O60262	P35498
O00305	P48023
P41208	Q92466
Q8TAD8	Q92793
P27361	P31994
P19320	P27986
P31947	Q9P0L2
P15018	Q8N6P7
O43175	P25788
O43395	Q15287
P16220	Q15032
P62136	Q13547
O00311	P33991
O43189	Q9NVV9
P84022	Q9Y2T1
Q04206	Q99684
P11940	Q9BPZ3
P24864	P30291
O43323	P54826
P39023	Q13233
O94986	Q9Y2J2
P07333	P52797
O43390	Q15365
P51149	Q8N8Y2
P32927	Q9ULV8
P08069	P49913
P01243	P41091
Q9BSI4	Q9NUX5
P06400	Q8TAQ2
Q29RF7	Q9UQE7
P10636	Q9P0L2
P62873	P63211
P32121	P58170
O75554	Q15393
P61088	Q9ULT6
P08670	Q14134
O00151	Q53H12
P04908	Q9HCK5
P11940	P84022
B5ME96	P12314
P07199	P38936
Q9UDY2	Q9Y5I7
P01567	Q99650
Q7Z406	Q9P2M7
O15111	O43318
O15455	Q9Y3B3
Q8IVT5	Q9H4B4
P67775	Q15759
Q9NWS0	Q9Y3Q8
O75643	P61981
406911	Q96LC9
P67775	Q9NSI5
P51784	P60520
P61077	P78317
P35225	Q99650
P50990	Q99459
O15145	Q96G74
P62310	Q13769
P12004	P40937
P19525	Q00597
P36873	Q12879
P78406	Q5SRE5
P42224	Q8WXG1
O75496	Q15329
P10809	Q9NR28
P18146	Q9NQ25
P46094	P52333
P62913	Q9UNX3
P32121	Q8NGN5
P00973	Q00978
Q13426	Q8N2W9
P04150	Q05516
P14210	P16234
P30305	Q92764
P62993	Q9ULD4
Q03164	Q9Y5J1
P84022	Q96RN5
O95837	Q9NQ66
O15479	P61247
P00740	P03951
P61978	Q96IZ5
Q15287	Q9UKJ3
