#node1	node2
O95197	Q8N612
P14316	P68400
P01106	Q6RUI8
P38159	Q15366
O14543	P01106
407047	P19838
P01242	Q8IU57
O14807	Q15052
P48380	Q12933
P01106	Q9NYY8
Q969G5	Q9UBC2
P23258	Q9HC77
O95837	P30559
Q99880	Q9UQL6
P05121	P24593
O00220	P50591
O95999	Q96LW7
Q71U36	Q9NQC7
O95238	P10275
O75173	P35625
P56199	Q9Y4G6
O00267	P62937
O15169	Q13526
Q16363	Q496J9
P56524	Q12888
O75365	P49354
Q02548	Q15116
P49683	Q9Y3R0
Q92769	Q9HD15
Q14344	Q9NZN5
P16144	P56539
Q13526	Q9NRR5
O75925	P12980
O75486	P68431
P53350	Q9HAW4
P17612	P40145
O43390	P22626
P00533	Q00722
P14618	P62993
O95376	P04637
P46781	Q9UKV8
O60674	P10912
P25105	P50148
P08908	Q9P2W3
P48556	Q9UNM6
P05013	Q99650
Q12778	Q96BR1
O75446	Q9H160
O75165	Q9UK32
P12956	P13010
P47992	P51677
O14757	P68431
P0C1H6	P16104
Q13200	Q15008
Q92993	Q9H0E9
P51398	Q9BYC9
P05455	Q9Y4K3
P19447	P62195
P16144	Q9NVD7
Q99873	Q9Y4K3
P35462	P63096
P62854	P62857
P21673	Q13885
Q9H2G2	Q9NYA1
O00505	Q92993
P05015	Q14653
P15153	Q6ZUM4
P10600	Q03167
Q96Q05	Q9BUH8
P51617	Q92985
P62979	P98175
P54619	Q53ET0
Q99459	Q9Y619
A8MTJ3	P16499
P08246	P10606
P04183	P04217
Q13105	Q92731
P22612	Q92806
O95400	Q12986
P26951	Q9GZX6
Q12933	Q13158
O14908	P08588
Q09472	Q9UBN7
P24522	Q13952
P40337	Q16665
O00459	P23458
Q16695	Q9Y294
P35916	Q9NQ66
P29474	P31749
P50151	Q9Y272
P22694	Q01118
Q01081	Q13242
P30101	Q03518
Q5JTH9	Q9NY93
P08865	P62854
O43353	P34931
P02741	Q06330
O95751	Q9Y247
P51159	Q9BV36
Q53FE4	Q7L5N1
P62258	Q9GZV5
P01889	P62158
P00736	P02745
P35968	Q03014
O43597	Q9P283
P12882	P60709
P20339	Q92738
Q08289	Q15173
Q5T4F7	Q9Y6F9
P49840	Q16584
P23508	P46926
P07359	P48736
P38159	Q14011
P34947	P49407
P07948	P43405
Q96CW1	Q9NPJ6
O15350	O95155
O15111	Q92793
P43119	P63092
P16333	Q8IWN7
P07339	P69905
P57078	Q13077
P13725	P42701
P18433	P60520
Q12840	Q13625
P27986	Q15036
O60711	P18146
P37840	Q9Y6H5
P61073	Q04206
P10145	P49238
O95631	Q6ZN44
P02741	Q15485
P18084	Q01955
O00755	Q9UP38
P20339	Q8NEB9
O60934	P29590
P03891	P03923
Q13546	Q9Y6K9
P55884	P62753
P18146	Q9UI08
P01871	Q8IY92
Q16566	Q8TD86
Q15796	Q9HAZ2
Q8NEB9	Q99570
P24864	P62877
Q12873	Q8NHZ7
P61218	Q8N7H5
O95750	P00533
Q13393	Q6P5Z2
P53680	P62316
Q9UNA1	Q9Y6X6
O15198	Q9UIS9
P32302	Q99616
P05783	P31946
O15264	P19419
P46782	Q9Y6K9
P36873	Q68CJ9
P05186	P25963
P15248	P78552
P62330	Q9HB71
O95831	Q14197
P02452	Q9HCN6
P17029	Q13315
406949	P10415
P62140	Q13698
P05231	P26992
P29475	Q13554
P40933	P48551
O14818	Q9Y478
Q15717	Q9UKV8
Q14164	Q6YN16
Q07889	Q15628
P53355	Q15257
Q8N257	Q9BTM1
P04626	Q92569
Q13077	Q15326
Q9BVJ6	Q9C0J8
O00231	Q13200
P50914	Q13118
O94817	P26196
P07550	P32121
P40222	Q13765
O60840	Q13555
P01892	P61769
P52272	Q14683
P19429	Q13362
P30480	Q13200
Q13315	Q16352
P62829	P62945
P01303	P25929
P21741	P31431
O95402	P19388
P23246	P63000
P16333	Q96AC6
P04439	Q8N423
P23771	Q03014
Q93034	Q9HCE7
P98187	Q9UJU6
Q12852	Q16659
P21246	P42568
A8TX70	Q9HCN6
P78347	Q06187
O95163	P48643
Q7L590	Q7Z7J5
Q8NFM4	Q9P2W3
P02679	Q6P1J9
O43900	P55157
P19404	Q92993
O15372	Q9P2A4
O14980	P98177
P41235	P51843
Q14197	Q8WVM0
P30153	Q06432
P15036	P23771
P83731	Q92901
P16104	P29401
O60266	P04899
Q99750	Q9H7H0
P34947	P51684
O43463	P45973
P48995	P62993
P16234	Q92914
P20929	Q86TC9
P33993	Q9Y4K3
Q9NVI1	Q9NW38
P12004	Q99684
Q5T3J3	Q9Y3T9
P53779	Q9UPT6
O15394	P13591
P07900	Q9Y2Z0
Q04864	Q14164
P16403	P19525
O95685	P46020
P15498	P46108
P31689	Q9NX70
P14635	Q9UK53
P08123	Q13797
P25208	P30304
Q147X3	Q9Y4K3
P08151	Q15915
Q16637	Q9Y4Z0
P35916	Q9NP95
O14512	P15260
P13498	Q15759
P62899	Q9UKV8
Q5QNW6	Q96QV6
Q8NCU1	Q96BD8
P08631	P42684
Q9H267	Q9NYL2
Q9H361	Q9UFF9
Q15428	Q9BWJ5
P29597	Q92783
Q6IBS0	Q8IV63
O43524	Q13315
P26006	P26012
P23219	Q16539
O60563	P28799
P16871	P30086
P62854	P62993
Q8TAU3	Q9BQ66
O00548	Q96BI3
P04629	P18031
P56545	Q13547
Q9NRQ2	Q9NV56
O75478	P78537
O60684	Q00978
Q99832	Q9UHD2
P53779	Q07812
P16520	P27361
O15297	O96017
P38646	Q00653
O00233	P17980
P47898	P84996
O95201	Q9H7E9
Q7Z434	Q9Y6K9
P48023	Q09472
O43747	Q96G01
P38159	Q15365
P05107	P27701
Q13409	Q3ZCM7
P84022	Q9NYA4
O95622	P51817
O95049	Q07157
P28074	P60900
P14174	P29372
P07333	P17676
O75508	Q8NI35
O75461	Q96FC9
Q13009	Q9HBH0
O14641	Q8N684
P0C0S5	Q8IXK0
O14775	Q15406
O60674	P26951
P10242	P61626
Q13315	Q96HB5
P13631	Q09472
O60684	Q9HAN9
O15162	Q9BTL3
O15514	O95402
P25786	Q9GZN1
P62873	Q99759
P26718	Q9BZM6
P28702	Q13547
P56537	Q96AG4
406955	P46527
P21860	Q9Y6I3
P61964	Q9UBL3
Q53EZ4	Q8WUM4
P63092	Q9UBY5
P29353	Q05655
O95602	P19388
Q13098	Q9Y4E8
O15027	Q13315
Q9Y5E4	Q9Y6T7
P14598	Q15080
Q15042	Q9Y2Q3
Q53H96	Q9UBU9
P62256	Q96DV4
O00329	Q13191
O43809	P19387
P07333	P49716
P49841	Q15717
Q09472	Q8TAD8
P0C869	Q03113
P61289	Q9BXC9
P49755	Q9Y2Q3
Q12933	Q6ZU52
P31947	P49815
P49023	P53708
P05106	P21815
P27361	Q9HAV0
P35568	Q07889
P14550	Q9H1I8
O43889	Q53ET0
Q9Y4A5	Q9Y605
O00254	P07477
P46776	P46778
P10415	P19838
P06241	P54829
P41586	Q9UK08
O96000	P03897
Q15185	Q9UET6
O95391	Q13427
O14745	P60484
O14879	Q9UHD2
Q9HAW0	Q9UIA9
P34947	P49682
P62875	Q15370
Q9NZI8	Q9UKV8
O14641	P54259
P05386	P18077
O75914	Q9UBI6
Q13233	Q15758
Q16254	Q7L590
P62899	P62945
Q13007	Q99665
O15121	Q9ULC4
Q86WN2	Q9HBE5
P20936	Q07889
P21980	Q14766
P15509	P32927
P04899	P49796
P05067	P11488
O43765	P01889
P42677	P62280
P16104	Q13547
P04156	Q02750
Q12873	Q99728
P14672	Q9UGI9
P62993	Q96CW1
P34903	P60520
O43597	P53384
P53680	Q2TAY7
Q7L1Q6	Q99459
O60603	Q9Y6Y9
P0CG47	P46527
O95433	P55287
P50502	Q93033
O15530	Q9Y383
O14939	Q8WYR1
Q8NG27	Q9H4K1
P24864	P46527
P0C0S5	Q9Y6I4
P00367	Q14197
P35968	Q9GZV9
Q9ULU8	Q9Y383
P14174	Q9UET6
P46020	Q9H7J1
O75815	Q92945
O75940	Q9Y3B4
Q99933	Q9UNE7
Q13216	Q15843
P37235	Q9NP66
Q9BSQ5	Q9BUL8
P52735	Q2TAY7
O15117	Q8IZQ5
P62324	Q9UIV1
P78552	Q8IZI9
O00499	Q9Y2H0
O60568	Q13535
O00329	P42336
407008	O15111
P15151	P51808
O95793	P27635
P09619	Q07912
O75030	P63104
P05783	P05787
P41240	Q13573
P04150	Q15654
P12814	Q16512
P45983	P63096
O14832	P49190
Q99523	Q9UJY5
P26373	P61927
P57076	Q16659
P35226	Q9ULT8
P47736	P78368
Q8NFZ5	Q9Y6K9
P47736	Q9GZQ8
O95157	P46108
P27986	P62736
O14727	Q07812
Q8TDB6	Q969T4
O75159	P40238
B0I1T2	P01106
P51817	Q05586
Q5VVX9	Q9H270
Q07021	Q14774
Q96D59	Q9BQD3
P05198	P78344
P09884	Q9UHY7
P14373	Q9UGJ1
Q09472	Q8N9B5
P62195	Q9C000
O75489	P35232
Q86SE5	Q96L14
O43900	P16333
P18146	P27797
O75676	P16220
O43674	Q9NX14
P04183	P05452
Q13393	Q92569
O75937	P07910
O43677	P51970
P55209	Q9UET6
P35222	Q15910
Q71U36	Q9UBN7
P02461	P16144
P51965	Q9UBS8
P15260	Q8IZI9
P22607	Q15147
P23229	P35442
O75369	Q53GL0
P10275	P15923
P10275	Q04206
P11055	P61586
P62829	Q15843
O94805	P20073
P05106	P12107
P19634	P63104
P50502	Q9Y294
Q9H201	Q9Y3C5
Q00005	Q8WXS5
P19438	P35228
P18146	P40939
Q9UDY2	Q9UI47
P61981	Q99550
O95630	P41182
P62633	Q9UM73
P62258	Q92974
P29317	Q6S5L8
P21802	P27986
P12004	Q16254
P62158	Q96RR4
P01106	P18669
O15360	Q9Y5X3
P48023	Q15642
O96000	Q86Y39
P33681	Q00653
P17509	P55347
P04406	P63167
P10398	P62070
P62136	Q01449
P41134	Q9NQB0
P49736	Q00534
P33778	Q00653
P01111	Q92734
Q13509	Q8WWQ0
Q05195	Q13489
Q9NVA2	Q9Y4K3
P26992	P41159
P16333	P31995
O15320	P02768
O15047	Q8N257
P18848	P53567
Q16576	Q9Y5X4
P17302	P28482
Q7L590	Q99459
P04004	Q05397
P54289	P62714
Q14061	Q5UIP0
P00505	P78396
P35609	Q15459
Q04206	Q96C36
P60866	P62266
Q14807	Q8NG27
Q13526	Q99750
P02775	Q14061
P32121	Q96RB7
P22090	P46783
Q8WXF8	Q92851
P41182	Q9NRR4
P04745	Q9P2K9
P26358	Q9UBC3
O15264	P49368
O60610	Q13185
P24522	Q969G3
Q14164	Q15631
Q16777	Q96A08
Q9NRG4	Q9Y2J2
Q8NFH5	Q96EE3
574034	Q9NP95
P05556	P63261
Q9NUL3	Q9P2H0
O14764	Q15111
O43609	P57678
Q86Y13	Q99816
Q5JTH9	Q9NR30
Q13616	Q9NRD1
Q15796	Q5JVF3
P04637	Q9HCI7
P37840	P51693
406942	P11161
P32121	Q8NH42
Q96B02	Q99942
Q03164	Q9H672
O14543	P26951
P05112	P14316
Q0VG06	Q8NB91
P25398	P60709
Q09472	Q9H160
P63000	Q9Y4K3
O14512	P48551
P08107	P78527
P05186	Q12933
P42773	Q5T3J3
O00501	P56748
P29350	P61073
P16144	Q16787
Q13554	Q96BA8
Q96AH8	Q9Y6G9
P56279	Q09472
O15111	P36941
Q13315	Q9HCK8
P28482	Q9Y463
P46779	Q96A57
Q9NWA0	Q9UHW5
P20226	P25208
Q15370	Q9P2G9
P40692	Q14209
P51817	Q9UBN1
Q16537	Q9BXT2
P01308	P51812
O43639	Q9Y2W2
P05141	Q9Y6K9
P12314	P35354
O00483	O95298
406913	O00459
P22736	Q8NAF0
O00212	Q8NF50
O43306	P62873
P17535	Q8NHY2
P02647	P02751
P10914	Q9BX63
Q9UHQ1	Q9Y2X8
O94905	Q14197
Q5UIP0	Q9H9Y6
P29350	Q99650
P04745	Q7Z4T9
O43353	P07437
Q9UKV8	Q9UPY3
O43570	Q96GM8
P40225	P42702
P63092	Q96RI0
Q13557	Q9UBN1
O15530	Q9UIA9
P43686	Q9Y5K5
P04899	P43115
O95782	Q9UKW4
Q8IUC6	Q9UMX0
O15117	Q86WV1
P47813	P55010
P19105	Q86YV6
O00212	Q9NZN5
P56747	P56750
P03891	P03915
Q15831	Q9UGJ0
P31947	Q8IZW8
P61073	Q14847
P10415	Q92934
P05015	P16871
P18084	Q8IZC6
O60674	P60568
O95619	Q9Y230
P62987	Q15303
P01889	P30046
P03372	Q15788
P43243	Q04206
P17612	P27361
P23219	P28482
O95257	Q15910
P17509	P19012
O95644	P29965
P60709	Q9Y2J2
P62879	Q13698
O60814	P0C0S8
P10145	P22894
O75044	P61586
Q16637	Q9Y600
P15056	P63104
Q15424	Q9GZQ8
P01106	Q9C0E2
Q05655	Q9GZQ8
P10721	P49763
Q8IVG9	Q9HD36
P13804	Q14197
P05106	Q92752
Q09028	Q7L2E3
O43251	Q16637
P63167	Q9UKR5
Q9NTK5	Q9UHX1
Q05397	Q12933
P01116	P04049
O96020	Q9UM13
P13637	Q14739
Q16576	Q99459
O14610	P22612
Q01804	Q06455
P08727	Q14966
P01589	Q9GZX6
P08708	Q99558
P10451	Q8WYA6
P13232	Q6UXL0
Q9BQ83	Q9Y4P1
P04899	P08172
P42830	P46094
P13861	Q8TBZ2
P29992	P35368
O95467	P63215
Q86V24	Q9UGI9
P08047	Q9BYW1
P08107	Q96HS1
P25208	Q01094
Q13077	Q9NP84
P53779	Q9Y4H2
O76071	O94832
O60641	P12980
P60520	Q96AH8
P52272	Q07955
P17252	P40145
P22681	Q15262
P17480	Q9NXR8
Q15714	Q6P4A7
P12544	P61978
P63218	Q9HBW0
O43561	P02768
P25800	Q13424
O75791	Q07666
P56282	Q04724
P14618	Q14451
P06756	Q9Y4G6
Q6WCQ1	Q9Y265
O96001	P30154
Q92569	Q9Y4H2
P25208	P35638
P62158	P63104
P13647	P25054
O00716	P00374
P07477	P55085
P01730	Q30154
P22694	Q5MIZ7
Q8IVH8	Q9NZM3
P32121	Q8NGN2
P63261	Q9Y572
Q8IUQ4	Q9Y2X8
O60641	P20823
P21333	P63261
O95500	P56748
O43676	Q9P0J0
Q13263	Q9UQ90
P56556	Q9Y6M9
IL11RB	P20809
P62070	Q9Y6X8
Q9UL18	Q9UPY3
P48454	Q12968
Q86U70	Q8TAP4
P04198	P33993
P34969	Q9UBI6
Q07955	Q8TBB1
P53779	P60953
P01568	P14784
O60674	Q14626
P10275	Q8NF64
Q13315	Q9Y6K9
O95622	P63211
P27361	P49286
Q7L590	Q96GE4
O15511	P60709
P04637	Q8IYM9
O94776	P04637
P84103	Q13242
O95751	Q15744
P51668	Q86XR8
P67870	Q04724
Q7Z460	Q96R06
P06400	P45984
P20248	P54198
O43908	P01892
P24522	P98177
P47992	P51681
O76081	Q01105
P40337	P68036
Q8IWZ8	Q8IX12
P54760	P98172
P07947	P35222
P33992	Q08945
P05556	Q13751
P01037	P04179
P51116	P61371
P63279	Q8NDC0
P04899	P49286
P41235	Q16594
P41220	Q9P244
P29460	P40189
O14832	Q9UNS2
Q04771	Q8TAI7
P00747	P04156
P62805	Q99759
A6NM45	P56747
P52435	P53803
Q13501	Q13554
Q16539	Q8WZA2
O75150	Q8N7H5
P85298	Q07889
P98177	Q13485
Q04206	Q16512
P49368	Q00653
P63104	Q14764
P05556	Q8IZC6
P54646	Q49AN0
P41220	Q8TB24
P25942	P34932
P10276	P50613
P56693	Q5T442
P13805	Q9Y2L8
Q15047	Q5T3J3
P10767	Q02763
Q5JWF2	Q9UBI6
P12109	P13612
O75925	P11831
P62633	Q9H171
P10826	Q15796
O95402	P30542
P14784	Q9NSE2
O00571	Q00653
P04844	Q9UKE5
P45973	Q16254
O75381	P40855
Q14192	Q9NP73
P27482	Q16816
P60953	Q5T3J3
P01275	P16870
P36405	Q04724
O60266	P61952
P35580	Q04206
O43663	P23025
P19419	P63279
P03372	P23771
P01584	Q9ULZ3
Q13315	Q9NPF5
Q96NE9	Q9H175
Q16637	Q9HB58
P01106	Q96BR5
P08913	Q03113
Q99459	Q9H0S4
P20333	Q9BVA1
O60603	P07437
Q5UIP0	Q9HCU9
O95139	P03923
P63104	Q92598
Q08170	Q99459
O95858	P41220
P46019	Q9UQK1
P01241	P29692
P31751	Q92934
P46777	P62888
P13612	P56199
P04083	P12956
O75934	Q92731
P08637	Q16539
P43630	Q06124
P17542	Q14839
O15371	Q8WV24
P11021	Q9NZJ5
P06756	Q9UKX5
Q13155	Q9NUP1
O14773	P21281
P10827	P50613
P50552	Q9UKX5
P26368	P61978
O43752	Q15836
P08670	P38936
O95573	Q86WV6
406907	P04150
O43541	Q99717
P07437	P68363
P54920	Q12846
P22736	P54253
P19438	Q9BVA1
Q13315	Q9C0C9
P21926	P60033
P61077	Q9C035
O43237	Q9NY65
B1A4H9	P23458
P30154	Q9H0K1
P10600	Q8NER5
O60359	P62714
Q14833	Q9HAV0
P19174	Q9ULH1
O00755	Q5T4F7
O95751	Q9H8W4
O43918	P16104
P08581	Q9HCT0
P14672	P27986
P56192	Q13418
P49790	P49792
O15047	Q9P0U4
P53779	Q8N5C8
O95136	P08754
P36873	Q13976
O43586	Q8IZX4
P0CG48	Q06587
Q96HF1	Q9H461
A8MTJ3	P59551
Q03518	Q9BQ66
P01106	Q6ZTN6
P61244	Q9ULJ6
O95544	Q8TBB1
P51681	Q8NHW4
Q01130	Q13247
P48454	Q9UD71
Q99623	Q9Y4E8
P20809	Q08334
P63165	Q92844
P55795	Q08170
P18146	P21589
P58340	Q9UNS2
P08754	P42336
P78352	Q9NQT8
P05787	P63104
P43121	Q9C0C9
Q99417	Q9HC24
O43677	Q16795
P07355	Q9Y6R4
P08107	P13866
P0DI81	Q86SZ2
Q5UIP0	Q8IX03
Q8NEC5	Q99750
Q01085	Q12906
Q14686	Q9NWQ8
P08138	P46108
O43281	P56945
P52333	P61073
P25398	Q9HCK5
Q5THR3	Q96ST3
P05013	Q14653
P26572	Q16659
P40425	P55347
P01106	P23470
P17544	Q04206
P01106	Q9NYK5
O75030	P56645
P60763	Q6H8Q1
Q00653	Q9UNM6
Q01094	Q92759
P35367	P50148
P19438	P54253
O00505	Q04206
O15400	Q16659
P60709	Q9ULL8
P17612	Q01814
P17693	Q8N743
O95405	Q8IXI1
P02743	P12314
O96013	Q8IXI1
Q15047	Q16637
P11233	Q13485
O75081	Q9UPN9
P07197	Q16539
Q92616	Q9BUV8
Q14164	Q9H173
O75496	Q14566
O15525	Q12873
P05556	P37173
Q8IU57	Q8IZJ0
O60861	P42768
O75369	P49810
P26368	Q9UKJ5
P55795	Q8IWZ8
P20671	Q12830
Q13426	Q8IW19
O95782	Q9H0H5
Q8IUC4	Q9UET6
P29350	Q9Y336
O60880	Q13291
O15315	P01106
Q03111	Q9HC52
P15311	P43146
P49736	Q8WYH8
O60674	P50570
P48643	P68133
P35244	P54132
P23975	P62993
P14778	P31749
P05019	P21802
O75578	Q9UQP3
O95997	Q9UJX5
P01116	Q96ID5
O43175	Q13573
O60237	O75116
P38936	Q7L5N1
P63244	P78396
P01111	P22607
O95049	P56747
Q6VMQ6	Q9BV73
Q6UXN9	Q9C005
O43353	P21796
406933	Q96RT1
O95398	P40145
P29973	Q8TD86
P11234	Q07889
P05412	P32519
P41091	Q9Y478
Q14164	Q8TCG1
P08572	Q16637
P42338	Q9UQC2
P26006	P30101
P62633	Q9Y6M1
O15042	Q8WYA6
O00422	Q9UGY1
P30153	P63151
P60520	Q86V97
P28331	Q16718
P49642	P62979
O15428	P10636
P81605	Q9NWA0
P18146	P43026
Q12933	Q70EK8
P00533	P13987
Q8N257	Q92769
P23634	Q5EBL8
P13164	P20023
P00568	P31749
P04406	Q16363
P08138	P34130
P10809	Q15399
P30260	Q13573
P14866	Q9HC24
Q15796	Q9NWK9
P29459	P31994
O15400	Q9UEU0
P51812	Q92934
P09874	Q9P2D1
P01574	P38398
P04234	P42338
O14493	P56856
O60840	Q13557
Q15836	Q16623
P10073	Q99684
Q14790	Q6GQQ9
O14798	Q6UWE0
Q13137	Q9BQY9
P29460	Q01113
P05198	Q14152
Q6UY11	Q9BQ66
P50453	Q96ID5
P62195	Q9Y5K5
P14136	Q96HA1
P62993	Q5SQ64
O00212	Q9UIW2
P38432	Q96RS0
O94776	Q12873
O75369	P53708
P62195	Q15008
P26641	P49589
P04637	P17931
P00519	Q9NQC3
P12814	P26012
O43157	Q9NWH9
P60228	Q9HC44
P26373	P40429
Q15831	Q9H9S4
O75340	Q96B97
P10912	P29460
P46379	Q00536
Q8N1I0	Q9HBH0
Q8NER5	Q9UER7
P22105	Q13797
P46459	Q16827
P61313	P61927
Q9NRR5	Q9P021
Q9H840	Q9UHI6
P28221	P62879
Q96A33	Q9HC24
P63165	Q9UBC3
P19474	Q9GZT8
P02786	Q14164
O14503	P08670
P28482	Q15633
P22694	Q15361
P00813	P29274
O60682	Q02363
P46940	P60763
P52292	Q08881
P21815	P26012
O14508	P16871
Q6UXL0	Q9NPF7
P19174	Q7L0Q8
P48443	Q92769
P12757	Q9H2Y7
P13232	Q99665
P09619	Q05209
O75578	P56945
P13688	P49023
P04628	Q9NPG1
Q05397	Q9Y490
P36639	P78549
P15121	P55345
P62873	Q9UBY5
P60953	Q9Y3M8
P46459	Q99928
Q15155	Q9HAU4
P01106	P28070
P01871	Q99856
Q9HAV4	Q9Y2Q3
Q04206	Q9Y239
O60266	Q13976
Q15645	Q9UHY7
P01241	P14923
P08581	Q13480
O15264	P63218
P62495	Q96Q15
P51684	P55774
P42858	Q9NWQ8
P35221	P35609
P28482	Q02779
Q6P2Q9	Q7KZF4
P46459	Q13573
P35462	P61952
O95402	P30876
P26358	P40763
Q14653	Q9H171
P01236	Q01344
Q16828	Q9UDV6
P53618	Q16539
P53779	Q9Y4K3
442898	Q99835
O95139	P01106
P01588	P78552
O00159	P62993
P04406	P49459
P51828	Q9UK08
P0C0S5	P62877
P22694	P48058
O00238	Q9UNE7
Q16539	Q8N5C8
P55036	Q9UHD9
Q05655	Q15717
O00505	Q14974
Q92530	Q9NR12
P05556	Q9Y3P9
O43463	Q96EB6
P18031	Q9H1D0
O60359	Q14738
P04271	P06703
P04406	Q01105
P01241	Q15185
P07948	Q92608
P17544	P18848
P01100	P53779
P36897	Q9HCU5
P15248	Q13261
P23258	Q96RT8
P47914	P62987
P40189	Q9GZX6
O14936	Q16650
Q04206	Q08117
J3KMZ3	P50148
P62258	Q00613
P17181	Q86WN2
P30519	Q96AW1
Q6UXL0	Q86WN2
Q13535	Q8N4S0
Q13554	Q92736
P53779	Q15256
P49407	Q6DKI1
P46527	Q12778
Q15080	Q9Y5S8
P55157	Q08209
O15534	P49674
O15111	P14373
P12980	Q7Z5A7
P04183	Q06323
Q969T4	Q99856
P36873	P54289
Q15047	Q8WUB8
O00459	P01589
P13637	P28482
Q03013	Q9Y3C7
P09471	Q15759
P08134	Q6ZUM4
Q96A37	Q9Y2X8
Q02413	Q9Y265
P30411	Q9UBI6
Q01668	Q12791
O75937	Q8IWZ8
Q8IXI1	Q9P227
P78344	P98170
P13861	P84022
P33993	Q9Y2Q3
P08107	P21757
P19429	P45379
Q8WUW1	Q92747
O43374	Q07889
P32121	Q8NGY2
Q07699	Q13554
P63096	Q8WYR1
Q13573	Q96BN8
O95163	Q15306
P37231	Q9UBL3
Q13309	Q9UM11
O00744	Q9UP38
O00257	Q8IXK0
P11047	P53708
P62070	Q8WYR1
A1A4S6	Q96L33
O43353	Q15306
P22455	Q96B97
Q6QNY1	Q96EV8
P26006	P46109
O00241	Q5TFQ8
O60241	Q06546
P42226	Q9Y6X2
O60603	P49006
O60732	P0C0S5
O75376	Q9Y5X4
P27708	Q13233
O60840	Q9UK08
406892	P53350
P08047	P28360
P16333	Q07912
P48643	Q16891
P62837	Q5M7Z0
P67870	Q9Y5U9
Q92519	Q9NRR5
P45973	Q14739
O94906	P10275
O60244	P62993
O00221	P11142
P53355	Q9Y2M5
P49810	P62491
Q15018	Q9NXR7
P13569	Q9NVI7
P48039	P63096
O60896	Q8WUM4
O00144	P56704
P07951	P11171
P55157	Q92874
P18206	Q92499
Q01130	Q8IX12
P55854	Q9Y618
P0CAP1	Q9NVV9
Q15011	Q9BZV1
O14531	Q99961
O14576	P38936
O14920	O60477
O14744	Q9BUZ4
O75438	O95299
Q13105	Q92547
P01009	P20823
P62195	Q9NPP4
P01106	Q14289
O95639	Q6UN15
Q71U36	Q96RT8
P20908	P26012
P11171	P30086
Q07889	Q13164
P29401	Q9UET6
Q04864	Q15306
P21281	P25705
P13612	Q05516
P05388	Q9UL18
Q15843	Q86XK2
P60709	Q99459
P60709	P62277
P01138	P22455
P23258	Q9NRI5
Q9UD71	Q9Y2H0
P06241	P48736
P31749	Q13153
P01106	Q13610
P01730	Q13761
P06493	Q9H1A4
P06493	Q9BQQ3
P31946	Q9UQ35
P0C1Z6	Q9Y230
O14640	Q9Y6M4
P22607	Q9NRA1
Q93079	Q9UPS6
Q13085	Q13418
P17081	P27986
O75582	P17612
P04217	P63208
O60603	P01100
Q96FW1	Q9H1Y0
Q7Z4H7	Q99871
Q9H0E3	Q9Y6J9
O00499	O95219
P48454	Q9UIK4
P55103	Q13705
Q13490	Q14790
P24821	Q05397
P46934	Q02543
P15735	P36873
P08246	Q13231
O75928	Q92547
O15105	Q9UNY4
P01106	P0CG48
P07737	P62736
P13807	P22694
P27695	P40763
P60763	Q7L576
O60503	P27482
O15145	P42772
P07900	P31751
O14641	Q12933
Q86SE5	Q99598
O43837	Q16659
Q05586	Q15147
O00401	Q9BPX5
O15551	P18146
O15169	P49674
P24941	Q9BW66
O43583	Q9ULC4
Q15291	Q9UPS6
P06241	P52803
P06241	Q13415
P04439	P61769
P40763	P58753
P04637	Q86Z02
Q15572	Q16637
P05106	Q9P212
Q12929	Q8N2M8
P07942	Q13797
P38405	Q8NH04
Q14444	Q96BK5
Q16777	Q93079
P61978	P98179
P16144	P46109
P68366	Q3ZCM7
P22455	Q92915
P16949	P27361
P62487	Q9NWA0
Q13315	Q9NXX6
P08151	Q9H9S0
Q99062	Q9P0W0
P08107	Q13535
P27348	Q9Y2J2
P35222	Q9NQB0
O95467	Q99527
P17535	Q9HBE4
Q96GD4	Q9UM11
P0C1Z6	Q96CJ1
P14921	P15036
Q07955	Q12986
A6NET4	P32121
P62256	Q96GF1
P02786	Q9Y4K3
P01236	Q13177
P13232	Q9UHF4
A8K6C2	P08887
Q99466	Q9Y6R0
Q16637	Q8N6T3
P08579	Q15287
O14776	Q9NQ29
P05787	P13987
O95084	P12236
P35225	Q9HBE5
P29460	Q9UHF4
P61964	Q13619
P14672	P42336
Q12986	Q14103
Q16539	Q16644
O14508	P19235
Q96T88	Q9UBC3
P04637	P63151
P01137	Q09472
Q9H1K0	Q9NZN3
P0C5Y9	Q9BY41
P23458	P24394
P62993	Q9NYL9
Q5VWQ8	Q9UBN6
P41594	Q96LZ3
O00463	O14836
P07550	P32298
Q13308	Q9UJU2
Q14181	Q8IW50
P05412	Q16236
O15031	P30519
Q9BZJ0	Q9NRI5
P46776	P62906
P06213	Q99490
P04181	P56537
P31751	Q53GL0
Q14571	Q9P212
Q9GZQ8	Q9NT62
Q13573	Q8IUH3
P13631	P50613
P56192	Q9Y478
P23458	Q8IU57
P27487	Q07325
O94875	Q9BUZ4
P21281	P24158
O75369	P27986
P05113	P26992
O00213	P04626
P11229	P61952
O75569	Q15633
P14625	P16104
P42858	Q12873
P07477	P25116
P23508	P35580
O00231	P61956
P15927	P51681
P11362	Q14974
P13725	Q6UXL0
P02775	P46092
P30154	P32121
O15111	P62158
Q96D42	Q9H3S1
P01112	Q9NS23
Q8IYH5	Q9NRF9
P11511	P49716
P04183	Q9UKR5
O95251	Q96BR9
P26441	Q01344
Q8TF05	Q9NRI5
