#node1	node2
P09237	Q9HCS4
P63151	Q13522
Q8TCT9	Q9H1C4
O75581	P49840
P32927	P51692
P05771	Q9HAV0
O95484	O95500
P05013	P19235
P04156	Q07812
P49459	Q8IWV7
P01574	P42702
P52565	Q8N5I3
P32121	Q8NGC9
P10914	P13232
O00238	P22003
P38405	Q8NGG6
28934	P28749
P41159	Q13261
P05783	P27348
P24941	P30260
P13232	P26992
P62316	P62736
O43236	Q9H8Y8
P12004	Q9NZJ0
O75154	Q15907
O43809	Q9ULV5
Q9NYG5	Q9UJX3
P49841	Q8WYR1
P12931	P29353
Q70SY1	Q92793
O43242	Q9P2S5
P30049	Q9H1Y0
O75367	Q13535
Q96B26	Q9Y613
Q99447	Q9H324
O43157	P61587
P84077	Q9P2G9
P58876	P63104
P12235	Q14197
51776	Q8N184
P27448	P63104
P63208	Q96CD0
O00483	P56556
P05114	Q9Y4A5
P01127	P29317
P41220	Q9BVA1
O75475	P42574
O43390	Q13242
P22607	Q9P2H0
P53567	Q16520
P51532	Q9C0C9
P20226	Q00403
P08754	Q92806
Q13489	Q99558
P10586	Q9Y4H2
P02647	Q03591
Q01433	Q13535
P61587	Q5T5U3
P01112	P19174
O15400	Q15836
P22626	Q8IYB3
P50990	Q99459
P10636	Q96RG2
Q14160	Q8IUQ4
O15264	Q13283
O75581	Q9UBT3
O00291	Q00610
P31946	P33176
Q14457	Q14643
Q8IY92	Q9Y2T4
O00303	Q9UBQ5
P51809	Q96NW4
Q15714	Q3ZCQ8
P35626	P51685
O00206	Q04206
P01111	P07949
Q15038	Q9BQY4
P19086	Q86XP0
Q13418	Q9H3U1
P22301	Q969J5
P38919	Q04637
P20020	P22694
P0C0S8	Q99879
Q02556	Q9GZX7
P17948	Q9ULV8
P98177	Q96BR1
O94832	Q9UGN5
Q9HAW0	Q9NXE4
P13500	P49238
Q06609	Q9UGJ1
Q96M11	Q9UKR5
Q68J44	Q9Y4K3
P04626	Q16827
O75444	P16220
P21854	Q8WV28
P04183	Q8WW35
406956	Q15796
P0CG48	Q9H0M0
O00571	P25942
Q14197	Q9BYC8
O00418	O43741
P46060	P62826
O43678	Q9Y328
Q9BUJ2	Q9UL18
Q92956	Q9Y230
P25098	P32302
P11802	P42773
Q99836	Q9Y608
P42771	P53779
P16234	P56693
Q14152	Q9Y262
P18084	P46109
P15056	Q9Y6X8
P46777	Q15843
Q8WXW3	Q9Y2U5
Q12791	Q13976
P13637	Q92569
Q92985	Q9BVS5
Q4G163	Q9UQM7
O14981	Q10586
Q93077	Q969S8
P52198	Q13177
P01106	Q08116
Q99459	Q9NTJ3
P04629	P27986
Q13797	Q9Y6N6
Q00978	Q01628
O94832	Q6WCQ1
O95155	Q99615
Q9BPX5	Q9Y6W5
O00159	Q9P2S5
Q13418	Q9Y678
P55196	P61224
Q5SZQ8	Q9NWB1
O60733	Q02156
O75116	P19338
P13612	P35443
P61313	P62917
Q16665	Q99967
P02760	P07858
P49792	Q12802
P15336	Q13976
Q13535	Q92989
Q969V5	Q9Y2X8
407010	O94925
P11940	Q8NDV7
P02768	Q9BXS5
P0C0S8	Q5QNW6
O95622	Q9UQM7
P55735	Q96JE7
O60906	Q92636
P38919	Q9Y5S9
P54253	Q96JN2
407014	P45985
Q8IX12	Q9HAU4
P51686	Q9UBD3
Q7Z406	Q9P2M7
O00161	P23763
Q15013	Q5UIP0
P11142	Q07021
Q13315	Q6AI39
P04350	Q9Y6G9
Q9H1C4	Q9UM00
O95751	Q96GM5
O60674	P01588
P22736	Q9Y618
P25025	P49407
P14784	P40225
P51991	P62633
P32121	Q8NGA1
P04626	P98077
P07148	Q13424
P15336	P31749
P62316	Q16695
O60331	P19022
O95433	Q9Y2H0
P05556	P98160
P51532	Q86U86
P01106	P20618
Q92831	Q9Y6J9
P18146	Q05952
Q9GZT6	Q9UN74
P50570	Q01344
O43521	P63244
Q01844	Q8N4F4
P09693	P43403
P49842	Q02447
O95863	P49841
Q96C92	Q9Y2X7
Q15052	Q9Y2X7
O95467	P30968
Q9P2W9	Q9Y328
P08047	P28370
Q92769	Q9UBC3
P00519	P12956
Q8IY92	Q96HS1
P62136	Q9NP77
O60840	P63151
Q15323	Q9Y2H1
P07951	P19429
Q09028	Q13111
P40763	P98177
P29350	Q9HC73
Q14832	Q9P2W3
Q8NEB9	Q9P2Y5
Q96KQ7	Q9H0I2
406961	P24864
O00459	P06241
P01574	P14784
P15498	Q9GZY6
P20749	Q99728
P20333	Q9BYX7
Q99459	Q9NRI5
O60383	Q6P1K2
O94966	P13569
O75365	P42224
P05106	Q86YW0
P19438	Q9UER7
P0C5Z0	Q08945
O95484	P56750
P27986	P46531
O15111	Q9Y243
406988	P37275
P63104	Q8ND90
P49418	Q16659
P08238	Q86UA6
Q6EEV6	Q99666
O94806	Q9P212
P35558	P49715
P17987	Q9UHD2
406906	Q6PIY7
O43521	Q9HD36
Q96NA2	Q9BUF5
P54253	Q92609
P04637	Q9H2F5
P17252	P18206
P62070	Q7LDG7
Q13151	Q8IYB3
Q13617	Q96L50
O00231	O00232
P01243	P29401
P08575	Q15118
P10909	Q9NRI5
P16435	P99999
O14775	Q14833
Q15831	Q86V24
O00329	P04899
P53350	P82094
574501	Q08209
O15047	P61964
84451	Q02779
P12956	Q9NTG7
A4D0S4	P26006
O60739	P62158
P21127	Q9BTM9
Q9H2K2	Q9NWT6
P22694	P54289
Q9BYB0	Q9NSB8
Q9H9S0	Q9NRR4
P42345	P48736
Q02045	Q86YV6
P01116	Q9HC35
Q13191	Q96B97
64397	P25054
P62993	Q9ULI4
O75419	P38936
P42830	P51685
Q14194	Q9Y6I3
P01106	Q14444
Q9GZT5	Q9ULW2
Q07654	Q16665
P01570	Q99665
Q4VXU2	Q9UIV1
O00587	Q04721
O00429	P48454
407036	O43521
P35221	Q04917
P01571	Q13261
P08700	P51532
P35221	Q9Y6N8
P48729	Q9UDY8
406961	P31749
P35222	P42336
Q07889	Q14CB8
A1A4S6	P84095
P49023	P63261
P62495	Q9H1J1
Q13526	Q9NY61
P56545	Q9H171
P47914	P61927
P02751	P25067
Q9H0E3	Q9Y4A5
O60674	P01242
Q12830	Q15796
P36888	Q06124
P31040	Q14164
Q07960	Q8IXI1
P17275	P53779
P05067	P18669
P48736	Q9Y6W8
Q8IZJ0	Q99062
P36956	Q13131
O00232	P35998
P55345	P61978
Q06413	Q13469
P30307	P53778
O15264	Q14934
Q9HAU4	Q9Y5L0
P46782	P61247
Q01113	Q9NPH9
P35638	Q9BTE3
P06493	Q9H211
O75956	Q13422
Q16531	Q5VTR2
P31152	Q02750
P20823	P60709
Q15562	Q9HCS4
O14949	Q96JG8
P56524	Q71UI9
P0C5Z0	Q8IYW5
O60739	Q9Y5K5
Q53HV7	Q93062
Q9HCU9	Q9UK53
P09619	P46109
Q5VYV7	Q92889
Q13813	Q9UGI8
P51116	Q15233
O75964	Q14197
P27816	Q9P0L2
P41235	Q99967
Q7Z6B7	Q96L33
P15153	Q14155
O60739	P60660
O15460	P48634
P13612	P24043
P57735	Q9ULV0
Q8IY92	Q9P015
Q8IWV7	Q9NXU5
P04844	P46977
P62854	Q96BK5
O95445	Q9NWK9
P04275	P40197
P30968	P84022
Q8TAD8	Q9Y692
P63267	Q08043
O15287	P51587
Q9Y3A3	Q9Y4G8
P0C0S5	Q5QNW6
Q09472	Q9UBU8
O15230	Q13683
O75914	P63000
P07947	Q13177
P00540	P08238
P63000	Q8TCU6
O60674	P32927
P01568	Q5VWK5
Q16659	Q9BTE0
Q14164	Q9NQC7
O60884	Q15796
P49841	Q9UKY1
P22301	Q9UBG0
Q5JWF2	Q9HBW0
P49703	Q8N129
P05771	P22694
P15260	P41182
P04156	Q03135
P48506	Q16236
P33778	Q7L7L0
P01106	Q9NVQ4
P22681	Q16827
P63173	Q02878
P16070	P20908
Q15654	Q9HBW0
406976	P08581
P35228	P62158
P13945	Q8WTQ7
P01112	P51617
P17301	P26006
Q16531	Q8TEB1
P32121	Q96JQ0
O75448	Q9UK32
P26010	Q9UBP9
Q13087	Q13177
O43318	Q9Y4K3
Q13557	Q8NEB9
P38432	Q96JN2
Q9UBN1	Q9Y2T4
P05412	P18848
O75084	Q9NRR5
P16401	Q8N257
Q8IZL8	Q92731
Q15287	Q15428
P31943	Q16629
P13804	P38117
P46779	Q9UNX3
O75030	P51532
O00329	P55211
P01106	P08047
P08195	Q9Y2Q3
O00222	Q9HAV0
P15882	P60763
P17980	P25787
P08708	P51668
Q07890	Q9NZN5
O14936	P41134
P09693	P42336
O00459	Q86YM7
P62834	Q12967
Q9UBN6	Q9Y266
P02751	P18564
O00182	P05556
O75626	Q9NPI8
P22736	P31751
Q04917	Q96PY6
P33076	Q15306
P04070	P05154
P26006	Q13683
O60674	P16885
Q5XPI4	Q9BSL1
Q9BXW9	Q9H5J4
P42345	Q6MZQ0
P06241	P78314
Q13573	Q9NVD7
O75694	P12270
P32121	Q8NGL3
28942	Q9HCM9
O43719	Q96KM6
P04908	Q16778
P19174	P54252
P20701	Q15139
O75445	Q8WXG9
P03886	Q9Y375
P02545	P55212
P04439	P43629
Q8WUM4	Q9BY43
P23528	Q15007
O75379	Q13277
P01034	P0C0L4
P48023	Q9BY11
O94805	P06400
P33993	Q92794
P49662	Q14683
Q96LR5	Q9UBS8
P55157	Q92918
P52294	Q8IY92
P28074	P49720
P06493	P30304
P27540	Q16635
P16473	Q14160
Q16637	Q6P4I2
P01241	P27361
P10301	P67775
P59998	P62993
P13725	Q14627
Q14558	Q9H8W4
O14602	Q14152
P01563	P38484
P17858	P41279
P51665	Q99460
P26038	P30480
P38646	Q9UHD2
P26641	Q92597
P22004	Q16671
O14543	P06213
O15145	P61160
P60709	Q96EZ8
P22612	Q03060
A8TX70	P23229
P46783	P62701
P29992	P30968
P46781	Q92597
P02751	P55001
P0C5Z0	Q16778
P51513	P57721
406906	P56856
P08631	P42336
O60566	P30260
P16333	Q9NR96
O43597	P22681
O14746	Q9BUR4
P60709	Q14686
P18146	Q16667
O95149	P50542
O75914	Q9H4E5
O14559	Q9H2G2
P30876	P62875
Q13501	Q15796
P01568	P08887
O75528	Q9H098
P18754	Q6UXH1
P20618	P61421
P03923	Q9UI09
Q92769	Q9UBU8
O95257	Q5UIP0
P00519	P54762
P51692	Q8WXH5
P27986	Q15078
O14654	P08069
P23229	P26012
P69905	Q92574
Q7LDG7	Q9BPY3
Q92905	Q9BXR0
P56856	P57739
Q13616	Q5XUX0
Q92974	Q9H4B7
O15111	P24385
P04626	P49767
Q14739	Q9ULX6
P52198	Q9BRR9
P08779	Q92844
O00221	P08107
P62834	Q92569
O43251	Q9BZE0
P24394	Q92835
P01011	P07288
P53803	Q6P1J9
P17987	Q99759
P01579	P40189
P27348	Q13469
P15927	Q14191
Q15459	Q99459
P62277	P63220
Q8N7H5	Q9GZS3
P11802	Q9NS64
P17947	Q6SJ96
P43628	Q06124
P27449	P98175
Q01130	Q5JVS0
P56559	Q9NRR5
O00144	Q9NQ66
P32248	P55774
P16871	Q06323
Q12933	Q9NRR5
P54259	Q9Y4B4
P60568	P78552
P16220	Q8NE22
O95967	P29972
P21333	P25054
P10275	P24385
P52732	Q9BUZ4
P10600	P84022
O00629	P32121
P03928	P56134
O95373	P13569
O60603	P68371
Q53GL0	Q9Y243
P46531	Q9GZL7
P19174	Q16288
P31946	Q05513
P62330	Q12904
O43660	Q9H3G5
P23511	Q09472
P01375	P19438
Q03468	Q13619
P42224	Q06413
O43182	P61587
P62993	Q92959
P35637	Q13242
P46783	P62249
P0CJ75	P25090
O60506	Q9H3D4
P14317	P61160
P20823	Q8IUE6
P05023	Q13976
P07355	P35232
O43318	Q9NWZ3
P07355	P40337
P16070	P53420
P52815	Q14164
P35442	Q13683
Q14493	Q8IV48
P11182	Q9H9G7
P0CG48	Q15311
O15541	Q13123
P06400	Q00577
P62993	Q6FI13
P11047	Q6VMQ6
P04350	Q8NCM8
Q9H944	Q9NWA0
P05000	P31785
P06239	Q13761
P22090	P62857
P05141	Q96HA7
Q16537	Q9NY47
Q9H1I8	Q9Y3C5
P52907	Q9Y4K3
P17612	P27815
Q01201	Q9Y6K9
O75807	P18848
P22681	P48551
O00459	P62879
P13569	Q9UHB6
P23508	P50570
P07202	Q06710
O95400	Q16629
P01106	P59768
P03372	Q00987
O75376	P25963
Q9HCJ2	Q9Y2I2
P37802	Q9H1Y0
P27986	P62745
O43464	P99999
P60660	P62993
P18848	Q13555
P63096	Q00722
P03372	Q16352
Q07889	Q53QZ3
P29459	Q00653
P01241	Q969G2
O14641	Q96CW1
P36897	Q6SA08
P22090	P62249
P55212	Q8WUI4
574507	P15692
O15198	Q9Y2U8
P28370	Q16576
Q13751	Q14118
Q5VTB9	Q93009
O60925	Q5VU43
Q13330	Q8NHZ7
P23025	Q13315
P57087	Q9Y624
P52701	Q9NWA0
Q7Z6L1	Q99832
A6NKT7	P55854
P04141	P19235
Q6PKG0	Q96GD4
O94916	Q04206
O75170	P54253
O96017	Q15554
P61960	Q9NR28
P01023	P02766
Q8N1F7	Q9H173
Q01844	Q96G75
O14544	P08887
P10275	P15336
O00602	P26022
P29692	P78545
P01563	P23458
P46527	Q9Y243
P62837	Q8TDB6
P98175	Q96EQ0
Q01844	Q9UEE9
P27986	Q9UN42
O43237	Q6PEY2
O15533	P30450
P30304	Q09472
P20823	Q9HBY8
Q53GL0	Q9HCE7
O95232	Q15287
O95751	Q9UGP5
P38405	Q8NH67
P62873	Q92806
P34931	Q99558
Q13557	Q13936
P50151	Q15147
P49888	Q5UIP0
O00329	P35568
O14641	Q9H461
O14543	P20936
Q9H4E5	Q9NZN5
O15350	Q09472
O14802	Q9NVU0
P26006	Q9Y6N6
P09651	Q8IX12
P61073	Q16663
P41968	Q96G30
P11142	Q15428
Q03701	Q9UK32
P17301	Q17RW2
P48643	Q99426
P25788	P53350
O76093	P16234
O75578	P05997
O95398	P10301
P61586	Q13153
P16104	Q99877
P63096	Q08828
P29353	Q04695
P08238	P62753
Q9H981	Q9H9F9
O75400	Q14498
P42336	Q86YM7
Q8IYM9	Q93009
Q00722	Q9ULV1
P01106	P04150
O15160	O76071
Q8N2Z9	Q9NVI1
P06454	Q15717
O43353	Q96CX2
Q96T58	Q9Y618
O95837	Q9NQ66
P45983	P60953
P11142	Q8NC60
P84022	Q15052
Q15843	Q16778
P05386	Q86YJ7
C9JDP6	O95484
O75947	P03928
Q8IZL2	Q99466
O75154	Q02241
P16671	P49747
O60645	Q96A65
P18564	P55268
O14640	Q96MT3
P78344	Q99459
P62837	Q9BYV6
P38936	P61201
O00221	P07900
P59998	Q86XS8
Q07890	Q13009
Q8N474	Q9NPG1
O15533	P13747
Q8IXI1	Q9NQU5
P08514	P35443
P12036	Q16539
P05455	P98170
P63215	Q9HBW0
Q13885	Q15102
O75116	Q99459
P98160	Q5TAT6
P29597	P52333
P31939	Q9Y375
O75400	Q9NS15
P54132	Q9BXW9
Q9H1J5	Q9H237
P42338	Q13077
Q13158	Q15628
P01889	P62714
O75593	P16333
P42226	Q04206
P61586	Q9BZ29
P07359	P42338
P61289	Q64LD2
P51991	Q13243
P63279	Q06609
Q6PCD5	Q9Y2X8
Q01196	Q9Y4K3
P48169	Q15111
P08887	Q13191
O15031	P63000
P30679	Q9NPC1
P52948	Q92621
Q96HC4	Q9HCM9
P28702	Q15788
Q14181	Q9UBN7
P51654	Q9H1J5
P17947	P34810
P10451	Q9NRR5
P62837	Q8N5U6
P10721	P52333
Q8TAQ2	Q9P2D1
P41236	P62136
P33992	Q12905
P46782	P62753
P05000	P42701
P28482	P62070
P04637	Q14186
O43889	Q03060
P35626	Q8WZ94
P62249	P62993
Q92905	Q9H4A3
P45983	P60763
P28838	Q99816
O95257	P04637
P16520	P35626
P10321	P43626
P06241	P12931
O75128	Q9BY11
P35249	P40937
P04049	P14618
Q14839	Q9UPN9
P04637	P60484
P01112	Q7LDG7
P46531	Q13573
P05067	P42574
P22301	P42701
O14561	Q9NX14
P15311	P60709
P08069	Q92914
P01571	Q14627
Q9NQB0	Q9Y265
P01889	Q9NR80
P08670	Q8WYH8
O75251	P03915
P05787	Q9H0H5
P01033	P03956
P29590	Q14653
P42568	Q8TEK3
P01137	Q06265
P63000	P63261
Q16254	Q9H211
P18146	Q99996
406950	P10415
P10147	P51679
P05787	Q9H0R6
O43918	P16333
P61218	Q15560
P35749	Q9P2S5
Q8WWY3	Q9BWF3
Q8N122	Q8TCU6
A6ND48	P38405
P35658	Q99567
P01566	Q9UHF4
O14640	Q96GF1
P38405	Q8NGN6
O14530	Q99570
P28482	Q3MJ16
P27361	Q9P2Y4
Q14626	Q9UHD0
P45973	P52565
Q16611	Q16643
O00273	P14866
Q96MG7	Q9NXX6
P01111	Q9HAU4
O15455	Q9H1C4
Q13131	Q8N122
P14635	Q99640
P10114	Q8N4C8
P09326	Q9BZW8
Q9H492	Q9Y383
Q8N2W9	Q9UKY1
P46109	Q14511
P58107	Q06124
P32241	P62158
P49336	Q92830
P20073	Q5SZQ8
P16220	Q8N0V4
P06400	Q01892
O75928	Q13426
Q14CS0	Q8TCT6
P62857	P98175
P60520	Q13685
P00488	P04792
Q13535	Q5TGY3
P60763	Q8NF50
P30457	P51571
P09769	Q05397
Q03167	Q9UER7
Q07817	Q13625
Q13177	Q9BX66
O43251	P17844
P61964	Q16531
P51610	P78537
Q9GZR1	Q9Y6K9
P98164	Q15465
P12109	P56199
P04222	Q13526
Q13202	Q15759
Q08AD1	Q16630
P05787	P58107
406929	O75116
Q14847	Q15038
P01106	Q9ULV8
O75448	Q92731
P08172	P61952
P01563	Q09472
P38405	Q8NGE0
P78559	Q8TDR0
P23763	Q9P0L0
O60684	P05386
P23246	Q92574
O95251	Q6IE81
P30281	Q9Y3I1
P24522	Q6STE5
O95072	P62714
O14519	O75956
Q16637	Q9UHI6
O95295	Q15796
Q15003	Q9Y2Q3
O43257	Q9NPF5
Q9C0J8	Q9Y2X7
P35626	Q8NGL2
P62805	Q16594
P19883	Q05513
Q9C0C9	Q9HAJ7
P78386	Q00005
P13637	P22612
Q71U36	Q8NCM8
Q13643	Q9BTD8
P08581	Q13191
O14904	O60353
P30050	P61513
P15923	Q96I15
Q07812	Q92843
Q08209	Q9UQC2
O15264	Q99733
P32121	Q8NH40
P61421	Q9UG56
O43295	P62745
O15160	O95602
O00233	P43686
P14415	P32418
O43464	Q13490
P09661	P62306
P23769	P24468
O43318	P06733
P62249	Q04206
P32969	P46779
406906	Q9Y227
P24666	Q9UKE5
P16220	Q8N752
P23443	P55884
P15692	P15884
P35637	P49841
P14635	Q9NYG5
P55210	Q6UXS9
P24666	Q14164
P12004	P30041
P56199	Q13797
100302187	P42684
Q07890	Q07960
O75531	Q96JB5
P46108	Q7L190
P27986	Q9P2W3
Q96PU8	Q9BQA1
P01241	P08887
Q13237	Q9UKL4
P27482	P36873
Q9UBW8	Q9Y4E8
O43306	P17612
Q8N5V2	Q9H9J2
O60493	Q9H1Y0
O75815	P49755
P47928	Q14469
P23229	P25391
P24941	Q02535
P62899	Q92901
P61604	Q9UBN6
P62158	Q9UQK1
Q07889	Q12967
P14735	Q9BYX4
Q04917	Q14CS0
P46937	Q13535
Q7Z2G1	Q9P0M6
P12931	P42679
P01375	Q9UHD2
P38405	Q8NGZ6
724031	Q13330
P03372	P18031
P82663	Q9NR30
P06241	Q05655
Q99459	Q9UQE7
O95500	Q16625
P17844	Q9NWQ8
406899	Q16827
Q13554	Q13557
P25054	Q9BVL2
P27986	P60484
O95786	Q7Z434
P09769	P42336
P52597	Q09161
Q14147	Q9UK32
O75807	P36897
P78362	Q13315
Q13617	Q96DG6
P78337	Q92997
P06493	Q9UQ80
P62244	Q9UKW6
Q6ZRS2	Q9Y230
P20337	Q13485
Q9HBM6	Q9Y6J9
P08246	P37287
P48443	Q06710
P08254	Q99727
O60749	Q99459
Q09028	Q92800
P16104	P16278
P61964	Q96ES7
P42345	Q9UBS0
P62899	Q9NY93
P99999	Q15424
Q96AH8	Q9H4B7
P62316	P62993
O15105	Q9Y5K5
Q07817	Q9NQC3
P10398	P61224
Q99459	Q9H8V3
P62993	Q13796
P24941	Q8WXI2
P61313	P62910
P63000	Q01201
P40337	Q96KM6
P25685	P34931
P61088	Q9ULT6
P51151	Q8IWE5
P98170	Q8N668
P51681	P61073
Q01167	Q12873
P46379	P51864
Q13315	Q8NDD1
P10398	P14618
P63010	Q9NVZ3
P62750	Q9BPZ7
P50591	Q14653
Q15047	Q9NRN5
O60508	P26368
P08637	P35354
Q01081	Q13247
P38405	Q8NGK9
Q15788	Q68CZ2
Q13243	Q16629
O14964	P62987
P63208	Q9UK22
O95571	Q04206
P25440	Q9Y265
Q02535	Q15717
P55072	P68543
P09874	Q96GD4
Q8TAQ2	Q96GM5
O00459	P16234
P12956	P50453
P10600	Q04771
P52943	Q99963
P05231	Q08334
P06748	P26599
P22001	Q92529
O14733	Q9UQF2
O43147	Q96B86
P17980	Q16665
P48047	P56537
Q9NX58	Q9UJX6
O15117	Q92608
P53355	Q13618
Q13489	Q9UER7
O75582	P27361
Q3ZCQ8	Q9H8T0
P13804	P78545
Q99570	Q9C0C7
P15927	Q7L5N1
P05771	P30086
Q9NVK5	Q9Y3A3
P02461	P53708
O00459	P29597
P14316	P32455
P05129	P08754
P61088	Q9NZS9
O15047	Q6DN03
O75116	P16157
O95750	Q02763
O00238	P28482
P14866	P17980
P78406	Q5SRE5
O95777	P62314
O43166	P58400
Q96EK6	Q9P2G9
Q92841	Q9Y2W2
406885	P52926
P42574	Q13177
Q8N2W9	Q99607
O15315	P62807
P02775	P25025
P62258	Q86YV0
P46940	P63261
P08908	P28222
P35579	P63104
O14654	P48357
P18084	P56199
P10276	Q9Y618
P17066	Q13233
P22681	Q9HBE5
P40763	Q92569
P16104	P58876
P17252	Q13522
P08134	Q52LW3
P14635	P31947
P10721	Q13322
P13688	P29350
O75084	Q9GZT5
P35555	P62745
O96019	Q9Y230
Q969Q6	Q9UF02
P62987	Q16659
P43360	Q8N163
Q8N715	Q99750
P63104	Q6ICG6
P63000	Q8IVF5
P04637	Q12888
Q9BQ95	Q9NRL3
Q05195	Q13490
P62750	P63173
Q13509	Q8NCM8
P35580	Q9Y6K9
O14933	Q9UBS8
P52198	Q9H7D0
P07996	Q96LA8
Q15366	Q8IX12
O75116	P27361
P05129	Q9NYF0
A6NMZ7	P08514
O00273	P27708
O43150	Q9UKS6
P30279	P35227
P62306	Q9Y5J5
P17931	Q01196
P14618	Q13526
O95715	P25024
P51888	P98160
P58753	Q06187
P12931	P47712
P10398	P24723
O94906	Q6P2Q9
Q16891	Q9BQD7
P01242	P24394
Q13547	Q16576
Q16531	Q9Y4B6
O95484	Q16625
O75521	Q9H1D9
A6NMX2	Q96F07
P20810	P62993
P16871	P26447
P42704	P63104
O15516	Q8WYA1
P49675	Q99689
O43306	P04899
P38432	Q8TAP6
P12956	P16435
O43921	P35916
P10070	Q9NRP7
P19793	P24468
O75363	Q9Y230
P07202	P31785
P49862	P49913
P05556	Q9Y4G6
O15379	Q16778
O15264	P28562
P26842	P32970
Q7L7L0	Q93079
P17252	Q96A00
P04626	Q8WYR1
P28482	Q13202
P51677	Q16627
P0C5Z0	Q9UQL6
P08514	Q01955
P62306	P62318
P26641	P33240
P50454	P62993
P10070	P22694
Q13098	Q13568
P49841	Q15404
O60315	P01106
P05023	P28482
P60228	Q9Y5V3
O95837	P47901
P01106	P27987
P0C1H6	Q9BTM1
P40337	Q9Y547
P25963	Q04917
P17612	Q14571
O43236	P98170
P01889	P49321
P06858	Q07869
P08069	Q99962
P68104	Q16594
P27635	P46778
Q00005	Q05513
P52272	Q9BUV8
Q7RTN6	Q9UGI9
Q15834	Q96EZ8
Q12774	Q9H204
Q13077	Q3ZCQ8
P60484	Q04206
O14640	Q53G59
Q6UWZ7	Q9NWV8
P06730	P29590
P46108	Q9BXM0
P38405	Q8NGL7
P23258	Q71U36
P05388	P08238
Q9BT78	Q9UNS2
P51572	P63104
O95644	P22612
O14640	Q9HAU4
P01106	Q96KQ7
P05386	P50914
Q8WVD3	Q96B02
O75525	Q5VWX1
P06213	Q9Y264
P22557	Q08AD1
P32121	Q8NH67
O00422	Q9UMX1
Q8N5U6	Q96B02
O43592	Q99759
Q8WWW0	Q9UMX0
P18146	Q8TAX9
P28222	Q9P2W3
P04183	Q14240
O15524	P52630
P07437	Q9Y6N7
P31749	Q8TAQ2
P15151	Q9NQS3
P08729	Q16695
Q10586	Q9Y265
P0C0S5	Q99877
O95622	Q13554
P68104	Q96IZ7
P53396	P62330
Q14626	Q9NPH9
P29474	Q9UQM7
P04629	P23467
P01106	Q07889
P05387	P62891
O60266	P50150
P32121	Q9H2C8
P11233	Q07889
Q13123	Q96GM8
P51124	Q13177
P46527	Q15139
O75643	Q9Y478
P10276	Q9UKP3
P17612	P48436
P40933	Q9HC73
Q6P996	Q99623
P52735	P78362
O00459	P10275
P38432	Q8IYF1
P17252	P61586
P33681	Q9NZQ7
P00533	P11142
P01891	P51571
O60925	Q9BT40
O43396	Q9P0V3
P49418	Q9UQ16
P18621	P46777
P11274	P42229
P61088	Q86YT6
Q08170	Q13247
P19419	Q6SJ96
Q66LE6	Q9Y243
P05023	P51817
P31751	Q14653
P36873	P50750
O75379	Q12846
P60709	Q01449
P25963	P51817
P01889	Q16836
Q13554	Q9NY47
P63215	Q14416
P41182	Q9UKI9
O75800	Q9BYM8
P41159	Q5VWK5
P51671	P51685
P52756	Q01081
Q96JB5	Q9BSJ2
P00505	P11142
Q15596	Q99873
O14905	P51654
Q99459	Q9Y4E5
P08476	P09529
P42224	P46527
O60508	Q05519
O75365	Q9UBB4
P01303	P30939
P05019	Q9Y5S1
P51116	Q7L576
Q13535	Q9P2K6
O75970	P57739
O95619	P04637
O75716	Q14164
O95819	P11142
P09619	P42229
O60925	Q8IXL6
P08253	P19878
P63000	Q9HBY0
P56537	Q9NZI2
P05129	Q9H6Z9
Q86Z14	Q9NSA1
Q15796	Q9GZV5
P52198	P52757
P30530	Q07912
Q13315	Q8WVM8
P01579	Q99650
P49810	Q9NZ42
O60566	Q9UQL6
P04156	P29372
P30511	P43630
Q16576	Q8WXI9
406881	P01116
Q8N715	Q9BQD3
P08069	P48357
P05000	Q8IU57
P00450	P02647
P78356	Q9NRR5
P40424	Q96JM2
Q14197	Q9NVS2
Q5T3J3	Q9Y675
O95049	P63261
P36404	Q13432
P02452	P23229
P26441	Q8N6P7
P09874	Q9UGL1
P05388	P36578
Q96ID5	Q9UGL9
P55103	P61812
A8K6C2	P48357
P63165	Q00653
P17252	Q13164
Q9UKX5	Q9Y4G6
P04080	P13569
P01241	P67870
P23246	Q9UKA9
P12814	P18564
P08034	P56693
A0JLT2	P61218
P63218	Q13936
O14656	Q9UBM7
Q13625	Q92843
P01889	P11586
P54289	P63151
O95168	Q9NX14
Q15291	Q5TH69
Q13459	Q16513
O15055	Q9Y297
P38398	Q9NXR7
Q9NPJ6	Q9NWA0
P29460	P42702
O95433	P56537
P01889	P43307
O14893	Q9UHI6
Q6IAA8	Q9HB90
P48736	Q9H1C0
Q15796	Q5T9A4
P62987	Q9P2G9
P16871	P58546
P08572	P98095
P02768	Q32MK0
P04150	Q99576
O75530	Q09028
P43360	Q96KB5
O95433	Q9ULW0
O15085	P08134
P16066	P63092
Q13257	Q9UJX5
P19174	P55157
P07766	Q99759
P38405	Q8NH09
P00519	Q9UJT2
P52564	P61224
P11021	Q99459
Q96SB3	Q9UD71
P40227	Q99459
P43351	Q92878
O95168	P17568
Q12789	Q13315
O75928	P35548
Q8WWC4	Q92956
O00339	P08572
P10721	Q9HAU4
O95402	Q9ULK4
P00488	P02679
Q8N2Q7	Q9HD26
O95167	O96000
406969	P04637
Q96GE4	Q9BRX5
