#node1	node2
Q15811	Q8TAQ2
O60503	P63218
O43295	P61587
P01375	Q05215
P04049	P31749
P18846	Q7Z6J0
P06729	P27986
Q9BX70	Q9C035
O75689	P49841
O43474	Q13363
P06493	Q4G163
Q4VXU2	Q8IYD1
P20671	P83916
P29274	P38405
P00519	Q9Y4G6
P60709	Q13796
P38159	Q92530
A4D0S4	O75578
P30968	Q9UBR4
O14920	P31751
P61077	Q16643
P28069	Q969G2
Q15906	Q9Y265
P43686	Q99460
P11021	P16333
Q06413	Q13469
O75335	P19174
P02778	P51686
O75461	P45973
P15170	Q9H361
Q13510	Q15047
P31152	P35354
Q92624	Q9NZZ3
P01562	P48551
P27694	Q6PCD5
Q13617	Q7Z7L7
P53539	P84022
Q13459	Q16513
O15143	P01106
P48634	Q9P2R6
P20333	Q9BYX7
O15519	Q9Y572
P25963	P63167
O15111	Q14790
P01889	P17174
P04637	Q13564
P24941	Q9BW66
O95163	Q9NYY3
P15248	P38484
P13569	P51572
P23497	P55854
P02766	Q96FW1
O95059	P78346
P38405	Q8NGI4
O60287	P16333
Q9NPF5	Q9Y265
P49715	Q9Y2D1
P21246	P60709
P11055	Q9P2M7
Q12931	Q99459
P17480	Q96L91
O15304	O15553
O75800	Q9Y4K3
P07602	Q3MII6
P82914	Q14197
Q00978	Q13287
P00533	Q9Y6R0
O75376	P15036
P31942	Q13151
Q08334	Q9GZX6
P10644	P42345
P30260	Q13573
P98160	Q5TAT6
P01106	P51991
P01106	P12821
O14746	P31749
Q05195	Q15418
O15550	Q14686
P07947	P46527
P46060	Q9HAT8
P14778	P63000
O94864	Q16531
P21673	P52429
P51685	Q8NHW4
P04183	Q14209
P62280	P62993
P78352	Q9ULV1
P05000	Q8IU57
Q14161	Q9Y4F1
P48380	Q8HWS3
P10276	Q96F24
P34932	P45983
Q99496	Q9HC52
P17181	Q06124
P05386	P47914
Q12906	Q92597
P45983	Q13873
Q8N392	Q9HBH0
Q9GZT5	Q9UP38
P09234	Q9BQA1
P08754	P24530
O95985	P54132
P50552	P60953
Q15560	Q8NCB2
P36402	Q9P1Z2
O95400	Q96DG6
P10275	P10606
P62993	P78345
Q96CS2	Q9NVX0
P07108	Q9UNZ2
Q93079	Q9C005
P01112	P42771
O95294	Q07889
P04637	Q07820
P20073	P27694
O15111	P35580
P41252	Q15653
O00487	Q9Y4K3
O75460	P0CG48
P14921	P20226
P05549	Q09472
P51817	Q9UGI9
P31946	Q05513
O43524	P49674
O75365	P31689
O14974	Q99759
O95433	Q9HCU4
O14807	P42338
O00762	Q86Y01
A6NHL2	Q9BVA1
P41182	Q9NTK5
Q9NVA2	Q9Y4K3
P22681	P26992
O95711	Q99467
P54652	Q9NZL4
P23141	Q15139
P05412	P20749
P46459	P47870
O15530	Q9Y2R2
P04070	P04183
O15067	Q99623
O95639	Q9NP77
P18846	P49674
P30679	P41594
P56524	Q13554
P05060	P49750
O15516	P19793
P12931	P31994
Q14164	Q15046
P42680	Q07021
P08195	Q9UPY5
P05106	Q13751
P63208	Q8TF61
Q16637	Q5JVS0
Q16637	Q9H840
P01112	Q92569
P15559	P25490
O75509	P43243
P27482	Q9HD67
P01100	P10826
P55157	Q9BQ89
P63218	Q92569
Q6ZW49	Q8NEZ4
P62277	Q04206
P23470	Q9UM73
Q9GZT8	Q9NRG1
O60573	Q9BUB5
O14933	Q9NVW2
O75528	P10276
Q6UB35	Q9Y5J5
P32969	P46777
P22301	Q8N6P7
P00734	P05121
P21796	Q02156
P62258	Q92574
P05423	Q9Y250
P06213	P42336
P63104	Q99961
P17706	P42226
P01589	P26441
P27361	P27708
P07947	Q8IZP0
P31749	P62987
P01876	Q9C093
O75676	Q16539
O75143	Q8NEB9
P48039	Q9P2W3
P05067	P61764
Q14141	Q6PKG0
P06239	P40259
P49407	P51677
P0CG47	P29353
P61088	Q68DV7
P48443	Q9NPJ6
Q04771	Q53GS9
P67809	Q01130
O60603	P22314
P21917	P59768
P63261	Q16827
O95405	P12644
O15304	P0CAP1
P35749	P61586
P57735	Q9ULV0
O95484	Q8N7P3
P62195	Q14994
P09237	Q9NQB0
P49005	Q99816
P23508	Q9H9B4
P16333	P21917
P35368	Q16665
P08238	Q16659
P28074	Q15008
Q14197	Q9GZT3
P53778	Q16828
P13945	P43250
Q14457	Q9Y4W6
P01106	Q13501
O14576	P50570
Q15475	Q96NX9
P26368	Q8N684
O60674	P22681
Q16891	Q9P2H0
P29084	Q08050
Q00975	Q9UK08
P25105	P29597
O15530	P07900
P52952	Q86Z02
P35222	Q9NPG1
P38405	Q96R08
Q13148	Q92956
B1A4H9	Q99062
O14531	Q99962
P42768	Q06187
P09661	P43360
P40198	P43405
P42702	Q9UHD0
P12931	Q96NS5
O95644	Q08209
O95785	P18754
O75095	P46109
Q16891	Q9H9J2
O75886	Q9NRR5
Q8N257	Q9BTM1
O75251	P03886
406937	P04637
P05556	P19320
P34130	Q16620
P09619	Q9NRA1
P01589	P29459
P35236	Q16539
Q96QB1	Q9UBS3
P28702	Q06710
O43809	Q5RKV6
Q15008	Q9H8Y8
O15541	O75643
Q16594	Q8NEM7
O14512	Q6UXL0
Q13573	Q15366
P15923	Q8TE12
P31946	Q9Y6M7
P04141	Q99062
P14678	P57678
O95347	Q9Y6K9
P07996	P21980
P06400	Q8WTS6
O75626	P62318
P35626	Q8NGQ4
O75663	Q8IY92
Q8WWC4	Q92956
Q13233	Q9H1R3
O15230	P17301
P15391	Q9UKW4
P24863	P49336
P63104	Q8WWI1
O96014	Q8N474
P01889	P18754
O00418	P06493
P54259	Q96EP0
P30559	P50148
P98175	Q9H9G7
O75899	P62873
Q8NC42	Q9UKV8
P62875	Q9GZS3
P02745	P02746
Q6UXL0	Q9NPF7
A6NND4	P38405
O94929	P62993
Q86SQ7	Q92574
P52630	Q99731
P07355	P14209
P36575	Q96IT1
Q13315	Q9BZK7
P17066	P19838
P42229	P67775
Q13555	Q14315
P01857	P05546
P01112	P06753
P60953	Q8IWV7
O43347	Q8ND90
Q14814	Q92905
P35225	P40189
O95484	P56746
P08631	Q9H6R7
P51531	Q68CP9
P63010	Q2TAY7
P00747	P63261
O14950	Q13464
O00257	P35398
Q96KM6	Q9UBH0
Q9HAV0	Q9NQ66
P52272	Q99558
P20936	Q15910
Q13315	Q8TCS8
P22612	Q09472
P63267	Q08043
O94856	Q12860
P12980	Q6ZN11
P24864	Q9UJX4
P01133	Q9UJM3
P15056	Q02750
P21860	Q63HR2
P62837	Q969V5
Q13188	Q96NE9
P35580	Q9P2M7
Q99836	Q9NR97
Q13619	Q13620
P35968	Q15464
P04440	P20036
P55157	Q9UJV9
Q9H0E9	Q9UBU8
P52735	Q8WUB8
P12109	P31431
P23458	Q13651
Q15834	Q8NEF3
P28482	Q12913
Q70SY1	Q92730
P34820	Q8TEU8
P30480	P46060
P22090	P42677
P18146	Q92793
P11021	P31946
P08151	Q9Y297
P22087	Q9BXL5
P23458	Q9Y4H2
Q9H1Y0	Q9UJZ1
P19876	P32302
P04629	Q9ULH0
P06493	P14635
P63215	Q14831
P01308	P42338
Q16539	Q8N5C8
P08648	Q9HBI1
P61981	Q9UKV3
O60684	Q96B97
P05771	P56945
P01889	P04080
P09651	Q14683
P30101	Q86YB8
Q8TAP4	Q96BR9
Q05655	Q9H0R8
O75251	Q9P0J0
Q13467	Q9ULW2
P27540	Q15185
Q2M3C7	Q6P996
P42336	P42681
P14210	P22455
P17081	Q53QZ3
406889	P01116
O76071	Q96A35
Q05519	Q14683
P27986	Q15036
P18084	P56199
Q13573	Q92922
Q9Y5P8	Q9Y698
Q96RN5	Q9Y4A5
P98161	Q13563
P36897	Q16625
Q01780	Q96AT9
Q9NQR9	Q9Y478
P05362	Q9Y490
Q99417	Q9HC24
O14641	Q9UM47
P01106	P40763
Q96KQ4	Q9P2R6
O15027	Q99759
P00505	Q9UKS6
P01106	P53007
P04637	P62328
P63272	Q5T3J3
Q8IU54	Q8N6P7
P23396	P62269
P61224	Q13009
P07333	P09038
P02533	P25054
P01138	Q16620
O00505	O95376
O75159	P38484
Q14558	Q9H8W4
P34947	P46092
P05787	Q86SQ4
Q8NFZ4	Q9HDB5
P09769	Q14289
O95816	Q00653
P04049	P14618
O15264	P62714
P08069	Q9GZP0
P07910	P11387
P10242	P23771
P49321	Q05397
Q00994	Q16288
P16220	Q96AQ7
P0CG48	P17275
P61073	P62937
P18848	Q16520
P13073	Q14197
P13611	P78556
P30480	P52209
P63218	Q13972
P20248	Q9NYG5
Q16594	Q9UHQ1
P04156	P25788
Q9UKT4	Q9UM11
P35626	Q8NGJ5
Q12933	Q13261
A6NHL2	Q9BSJ2
Q13535	Q8WXI9
Q15365	Q5SZQ8
Q99731	Q9NPB9
P05556	Q9UBP9
P34931	P62993
Q04724	Q9BX70
P11387	Q6P2Q9
Q12788	Q9NZM3
Q15428	Q15717
P49137	Q13151
O00220	Q92851
O95990	P17812
P62807	Q16777
Q14839	Q8IZH2
O00182	P20701
P08620	P35968
Q13573	Q13610
O95295	P26641
P12755	P12757
O43294	P37173
O15516	P68431
P08246	Q15744
P04049	P05771
O43561	P43403
P00533	Q13596
Q07912	Q13177
P05109	Q13432
Q8IYD8	Q9UBZ9
P05106	P25391
406923	Q9UL51
P22301	P40238
O15211	P10301
P08754	P51685
P62745	Q8IWW6
Q14186	Q15329
Q13884	Q6AI08
Q00839	Q15843
P38936	Q96N67
P31943	Q07955
P18031	P35222
Q14164	Q8NC51
406952	P40763
P01111	Q8WWW0
Q16621	Q92561
P31751	Q15047
O60941	Q9NRG1
O95433	Q15078
O75400	P61981
P24557	P37231
O95757	Q9Y478
O75030	P17483
P31749	Q53GL0
Q7Z6K4	Q9UJU2
O43674	O75251
Q14627	Q9UHD0
O75533	Q9NZC7
O60832	Q9Y265
P16471	Q06124
Q92731	Q9NPJ4
O43181	O43920
P49137	Q92574
P20929	P25054
P01106	Q8N442
P35611	Q02363
P18146	Q8N726
P04637	Q13362
P62140	Q02641
Q12834	Q9UJX4
P41440	Q02447
P01857	P31994
P62269	P62851
O43768	P25205
P0CG48	Q9UK41
P15311	P19320
P35269	Q9GZU7
P00533	Q9Y4K3
Q92997	Q969F2
O60674	P19235
P01584	P29466
P00846	P56385
P08151	P49674
P49336	Q93074
P36957	P55209
P60709	P84022
O00255	Q9UBU7
P35398	P51843
P06400	Q13363
P31995	P46108
O95831	P42575
O15259	P98161
Q9UBE8	Q9Y4D1
P38405	Q13639
O00574	O15444
O14543	P42226
Q13156	Q96E14
O75832	P55036
Q7Z2Z2	Q9Y3A5
P26232	P55196
O00231	Q13885
P49207	P62633
O75626	P04637
O43889	O60675
P63279	Q96RL1
O43251	Q9H0E2
Q16659	Q9NUQ9
O75419	O76071
P53778	Q12968
P35232	Q01094
Q14627	Q9HBE4
Q96HA7	Q9Y2Z0
P25787	P28065
Q92900	Q96Q15
P32927	P42338
O15264	P04406
O95059	Q96B26
P51991	Q9BUJ2
P31947	Q6NUK4
O15520	P35968
P17535	Q13485
Q96DE5	Q9UJX5
P61964	Q03164
P50402	Q9NYF8
P19338	Q05513
P00519	Q9BQ89
P21281	P21397
P45984	P52564
P05771	Q9HBA0
P29692	Q14194
P07101	P63104
P20042	Q9NR50
Q5VTR2	Q7Z6Z7
P29597	P31785
Q09472	Q13555
P25054	Q96GD4
P45983	Q96J02
P05556	P08514
P63261	Q07890
P04198	Q9UJA3
P08620	P48431
P01106	Q03701
P05783	P13987
P04629	Q9Y6I3
Q92997	Q9NPG1
O15105	Q9UIS9
P48454	Q9UJX5
P05771	Q15904
P41182	Q9NRR4
P17612	Q68CJ9
P01588	P42702
Q07108	Q09472
P55212	Q14457
Q06187	Q6ZUJ8
P20908	P53708
P00519	P98077
Q8WWL7	Q9BS18
O00254	P08311
P09104	P19367
Q07890	Q8IZD9
O15551	P56747
O00273	P42574
O60573	Q9Y4K3
O75928	P10275
P09661	P40337
O43524	Q09472
O00255	P17535
P57740	Q8WUM0
O95786	Q9H6S1
P54619	Q12778
P48634	Q9NTJ4
P08107	Q16659
P49848	P84243
P22736	Q9Y3C7
P62316	Q9H840
P23528	P68133
P32418	Q13237
P35462	P63218
Q13535	Q9H0E9
P61160	Q14247
P19525	Q00526
P48556	Q9Y4K3
O75400	P40123
O60232	O60496
O43318	Q9UL54
P25788	Q9H1Y0
P23508	Q9UM73
O14773	P21281
O75909	Q16181
P56134	Q6PK04
Q16531	Q86VZ2
O43295	P17081
P04637	Q96FW1
Q92621	Q9NRG9
P12757	P78344
Q8TBB1	Q9BT40
O14950	P60660
Q01344	Q16619
P26006	P29400
P01106	Q15477
O95467	Q9BWD1
P54257	Q9Y6V7
Q12778	Q16822
P35080	Q96FC9
Q9BPX7	Q9NS23
P23396	P62854
P50150	Q14831
Q9NV58	Q9NYL2
Q7L8L6	Q9H1C4
Q71UI9	Q9UBN7
P98177	Q96EB6
P62993	Q13796
P43360	Q96DI7
P27348	Q96B36
Q3ZCM7	Q9BQE3
O75197	Q9NPG1
P01241	P11586
Q9BU76	Q9NVV9
P01574	Q01344
P01100	P29590
O00744	Q92765
P19419	Q07890
P05129	P18031
P45984	P60953
P08621	Q9HAU4
O14641	Q5SW24
P42345	P49815
P10415	Q14209
P41091	P55884
P46531	Q06330
P02545	Q16512
P35368	Q14315
P16591	P35222
P26368	Q9BWF3
Q14145	Q9H492
P13533	P60709
P54259	Q86TM6
O75478	Q16514
P07900	Q9H093
P00558	Q9NRI5
P62241	P62249
O00329	P14415
Q15223	Q8TEW0
P31749	Q58FF8
P17301	P29400
P27361	P60953
P04637	Q13619
Q15811	Q9NRI5
Q13885	Q9UI14
P06753	P45379
P50151	Q8WYR1
P31431	P35442
P46778	P61927
Q96PY6	Q9UHY8
P48788	Q969Q1
O14641	Q96BN8
Q08462	Q13554
P62873	Q13153
P02462	P31431
P40763	Q14192
P16035	P22234
P42224	Q00978
Q06546	Q13309
P08754	Q01970
P24385	Q9H9B1
O75159	Q14627
P20333	Q16531
P28482	Q8IVT5
P05067	P09936
O95251	Q5T3J3
P46379	Q9P2S5
O95639	Q13573
P05771	Q3MJ16
P05771	P62993
O00308	P78563
P62136	Q9P2K8
O00422	Q15287
P53667	Q9P286
Q9BSK2	Q9NRH1
O60825	Q9Y243
P14672	P61006
Q15906	Q9Y230
Q16539	Q92994
Q92540	Q96Q15
O60941	Q9NP66
P0CG48	Q15038
P52943	Q99963
P46527	Q05655
P10912	P29460
O14641	Q01974
P31749	P38936
Q07890	Q13683
P62910	Q9NR30
P51116	Q96F07
Q13501	Q96IZ0
Q8N122	Q9UGJ0
P38398	Q15910
P21796	Q07812
Q13315	Q99661
O95500	O95832
P26006	P56945
P63010	Q04695
O15444	P32246
P08311	Q8TEW0
P10966	P30511
Q96IF1	Q9Y4K3
O15105	Q15797
P55211	Q09472
P35520	P51116
Q9H479	Q9UM73
P14416	P21333
P04626	Q9GZP0
O15524	Q13651
O43586	P62750
Q13748	Q9Y4K3
P16333	Q9BYB0
P36896	Q13705
P11362	P49765
P38159	Q01081
Q9NY59	Q9Y4G2
Q16531	Q9BW61
P26367	P63167
P27361	Q02930
P01106	Q16739
O15198	Q9UJ70
Q53TQ3	Q9Y265
P42345	Q9Y243
P02751	P40337
O95251	Q9Y2I6
O60262	P40145
P30519	Q96AW1
P63000	Q9Y6R4
P22736	Q15596
P51991	Q8IWZ8
P25116	P62873
O75643	Q13315
P18084	Q13683
P21580	Q86VP1
P19174	P20273
Q8IZP0	Q92569
O43927	P51681
O00329	P06239
O75508	Q96B33
A6H8Y1	P20226
P01308	P04626
P25025	Q9UBD3
P20700	P41219
O60739	Q15369
P04628	P56178
P12757	Q7L2E3
O60262	P22612
O00418	P17252
P62241	Q9UHD2
P49459	Q8IWV7
O60684	Q9Y6F8
P04156	P06241
O00264	P48039
P84095	Q96DR7
P61254	P62424
O15055	Q99743
Q969V6	Q9ULH7
P07948	Q12972
Q7Z699	Q9NPF4
P01106	Q5JSL3
P46060	Q13573
O15198	Q13873
P13569	Q92905
Q15427	Q92841
P22301	Q13547
P62258	Q05086
Q49AN0	Q9UGJ0
P15498	Q08881
Q92844	Q9Y6K9
O15379	O60907
P42330	Q96B02
P50150	Q8TCU6
P30480	P60900
Q8WUI4	Q96A08
Q13315	Q9ULL1
P53778	P61952
P27797	Q13177
Q13315	Q16625
Q13617	Q96DG6
Q9BS18	Q9NYG5
Q15628	Q96CV9
Q9NZ52	Q9Y3C5
Q13936	Q9HAV0
Q9GZS3	Q9Y572
O96017	P18887
